date;insee;capeinsSOL0;ciwcH20;clwcH20;ddH10_rose4;ffH10;flir1SOL0;fllat1SOL0;flsen1SOL0;flvis1SOL0;hcoulimSOL0;huH2;iwcSOL0;nbSOL0_HMoy;nH20;ntSOL0_HMoy;pMER0;rr1SOL0;rrH20;tH2;tH2_VGrad_2.100;tH2_XGrad;tH2_YGrad;tpwHPA850;ux1H10;vapcSOL0;vx1H10;ech;mois;tH2_obs
2016-06-20;6088001;0.0;0;0.0;2;0.496022698323791;-222351.764854431;-23174.024080277002;2559.90114879606;0.0;10.0;82.46669431712209;0;0.0;0.0;7.956121656649669;1019.36633654012;0.0;0.0;19.3095659538109;1.72146789452288;-0.00139143966003326;0.000694597659079999;15.372274850573001;-0.483875708050664;29.1292749145359;-0.5762295306776479;23;juin;19.318514129190923
2016-06-21;6088001;0.0;0;0.0;4;1.34489352292748;-250135.202447176;-28775.8517231941;-2969.89078569427;0.0;10.526767826813801;91.2700637758462;0;0.00272189512760682;0.0;2.89770588567533;1021.61525343055;0.0;0.0;19.6083869777636;-0.103976853938569;-0.000547195676381107;-0.00209717050895816;18.4038430478628;0.387856010143858;33.7107055418601;2.7202890375119595;23;juin;19.141633858677093
2016-06-22;6088001;0.0;0;0.0;1;2.41030079094372;-182337.46305131895;-69013.1881179821;36021.4684038174;0.0;186.82844005386502;51.3387910119707;0;0.0;0.0;0.0;1019.6656307858999;0.0;0.0;25.3657842631972;2.52926774521516;0.000296099266998527;0.0076759463972397;18.119317908314397;1.33196945607774;32.3122501190955;-3.0615308739945;23;juin;26.213942809017542
2016-06-23;6088001;0.0;0;0.0;3;1.62299023240625;-188398.790935278;-27149.8562970156;12750.954319953798;0.0;3.89847968704962;74.91516705647409;0;0.0;0.0;0.0;1017.26618331619;0.0;0.0;23.9102369022691;4.8760415934648;-0.0042102826251678785;0.0104537606886663;19.6337709560045;0.653962754498935;28.332066559087306;1.82121689108318;23;juin;25.664134635152497
2016-06-24;6088001;53.7289516033188;0;0.0;1;0.5699177830884891;-299532.938328265;-14960.575092315401;2418.38704013836;0.0;10.0;88.39412026131859;0;0.0;0.0;0.0;1011.87362890301;0.0;0.0;22.3367708163902;3.7711975287574906;-0.00139839456444867;-0.00114019125317965;16.4721391260624;-1.29425036920299;21.425245212100002;-0.8276765465998159;23;juin;22.438800916438165
2016-06-25;6088001;464.952501541061;0;0.0;2;2.45464205931426;-256721.28034353198;-38659.7417755115;-829.7803311344991;0.0;116.387326701834;91.12603715896059;0;0.39239499511675296;0.0;0.39239499511675296;1011.3127746631097;0.0;0.0;22.4558526403404;-0.93426201900456;0.000192720501530977;-0.00210488977427894;17.0009748946264;-2.71476888241886;25.756407123452;-1.09402361826502;23;juin;22.254432523841718
2016-06-26;6088001;194.69581708579798;0;0.0;2;2.99812711480662;-213307.516191717;-88890.5021839133;-8476.954756736272;0.0;497.264917026634;90.33649450498159;0;4.6429379100411;0.0;7.109124131769018;1013.31641608676;0.0;0.0;21.669479642286802;-1.01237120356745;0.000195787568937378;-0.000665656830000285;13.8989336017381;-5.854557388694942;21.993709963207998;-1.81616014732574;23;juin;21.64335560446241
2016-06-27;6088001;0.0;0;0.0;1;1.53125936366826;-248095.763270139;-72722.93267059559;9188.90238904986;0.0;41.46766711614529;62.033661509530795;0;0.0;0.0;0.0;1016.1181749263001;0.0;0.0;24.217942695062103;1.1887879378555;-0.0023772458393075;0.000283094052281169;18.744578848867306;0.782310202215735;29.6690381085064;-1.89595924461905;23;juin;23.64135619117018
2016-06-28;6088001;0.0619753963837872;0;0.0;3;1.6494206980409098;-306734.99110794;-52208.782444953606;-4456.84510564809;0.0;14.3759258597859;84.9871480990714;0;0.0;0.0;0.00146687328719023;1015.1184465795799;0.0;0.0;21.849324325873198;0.120890261902769;0.000629086902687233;-0.00235233614691056;16.7156919680943;0.809303118207075;22.838046357224805;1.77599537862987;23;juin;21.663838755311012
2016-06-29;6088001;301.947120256606;0;0.0;3;1.56793060798484;-236088.970484733;-57573.2832031246;-12088.920680046102;0.0;265.457874489255;90.62371953009459;0;1.5504937072676297;0.0;7.9926036673890115;1014.6329526192999;0.0;0.0;21.777494671636;-0.994359597611034;4.78713109870839e-05;-0.0017898156502669602;18.2796945147689;0.950617147900621;35.114921455518896;2.0384010988200103;23;juin;22.328123690125086
2016-06-30;6088001;206.054021247285;0;6.07044458450349e-08;3;2.30104815138524;-268716.90947842604;-113015.056962014;-9079.613878725891;0.0;61.8801749975531;90.98562837111773;0;1.29593929009146;0.0;1.29593929009146;1015.9059025127499;0.0;0.0;21.6733427736623;-0.39829002005626896;-0.0018822781813296106;0.00179964079438558;18.6485164608945;4.1055005326051806;32.5057510319894;3.5560610683533;23;juin;22.45666247099196
2016-07-01;6088001;392.697982139446;0;0.0;4;0.930249454728734;-220120.058352708;-39377.49425601991;-5033.29237127312;0.0;28.741951667410397;85.82926650692559;0;0.0222997266076541;0.0;0.0222997266076541;1016.23530848517;0.0;0.0;22.586638363238894;-0.8704583240823922;-6.82875719958479e-05;-0.00195029772612284;19.2257163517585;1.05267412879039;38.6195344707376;-0.337467583420278;23;juillet;22.522206749444813
2016-07-02;6088001;167.22493427567102;0;0.0;2;2.9753000924472004;-270286.399908542;-82461.8156728726;8320.816014767559;0.0;175.59333461348598;88.7659649309626;0;0.283490954066169;0.0;0.283490954066169;1013.9898713121303;0.0;0.0;23.6728914168931;-0.902469917527011;0.000374457505449875;-0.00302890625388022;16.120768442045698;-5.422804537956821;28.2112711485679;-0.341712292487486;23;juillet;22.857740820594742
2016-07-03;6088001;144.603648167889;0;0.0;2;4.45790356181543;-239419.62394309;-161792.454460143;8383.29317474424;0.0;415.646236103741;78.0899636545655;0;0.257765740332519;0.0;0.257765740332519;1015.94507836694;0.0;0.0;23.610407720429606;-0.893951133954943;0.000435034227554332;-0.00195683308264188;21.2453083273227;-5.79438283725176;31.962445590063;-1.13384092344495;23;juillet;22.9656042611909
2016-08-01;6088001;93.47605803407758;0;0.0;1;1.72268795949458;-252201.036742686;-126218.62293148;5586.39365768459;0.0;37.3646064326179;64.5890386669178;0;0.00140533362619976;0.0;5.52638628923429;1015.2959904435303;0.0;0.0;25.8773561046506;0.250390128856459;0.000854896158059096;-0.00251122291225872;19.092934739602804;0.32876421077525503;31.6365094122011;-2.14288927167946;23;août;26.143239954611033
2016-08-02;6088001;7.37179242132702;0;0.0;2;2.94325652309025;-260188.10488367;-141211.789112088;1459.6598801616199;0.0;296.493206855141;75.1944736565747;0;0.0;0.0;5.942497925172289;1015.7400763831697;0.0;0.0;25.176142121955905;-0.8696371858732159;0.000877421905480844;-0.00418959917505265;17.3799551669305;-3.52422120293338;34.8966762521595;-0.877782795374523;23;août;23.859697347107197
2016-08-03;6088001;0.6214319271384711;0;0.0;2;1.22059761860071;-270760.062294006;-62918.1420507423;-4901.563534259671;0.0;85.1148462669187;84.0520478938288;0;0.0;0.0;7.99909762659017;1014.39427799915;0.0;0.0;24.499644206384506;-0.977312025429455;0.000362260004860633;-0.00330565136016257;18.56577806403;-1.64379970748267;27.4768092779414;0.00136090934394514;23;août;24.41546122947723
