date;insee;capeinsSOL0;ciwcH20;clwcH20;ddH10_rose4;ffH10;flir1SOL0;fllat1SOL0;flsen1SOL0;flvis1SOL0;hcoulimSOL0;huH2;iwcSOL0;nbSOL0_HMoy;nH20;ntSOL0_HMoy;pMER0;rr1SOL0;rrH20;tH2;tH2_VGrad_2.100;tH2_XGrad;tH2_YGrad;tpwHPA850;ux1H10;vapcSOL0;vx1H10;ech;mois;tH2_obs
2016-06-20;35281001;0.17796551483478198;0.0;4.98875819845293e-07;3;5.193577773042;-12451.162906303898;-95084.60395163279;30854.629901559303;45024.9794223754;653.356121748991;94.65650776447781;0;8.0;0.0;8.0;1020.62555122237;1.44379643341494;0.00893002501878295;15.179956679932197;-0.7041948030962379;0.000325077171401408;0.000528678246875028;17.3125154611558;3.03801967981052;43.6484636488967;8.96775908404377;7;juin;15.763971311104449
2016-06-21;35281001;11.744677733917301;0.0;3.51392235430787e-07;3;2.36810163532822;-39354.3453675359;-83522.3912929003;-8797.34942159007;130709.308792979;355.828222232521;94.18648653243059;0;7.9886686385736;0.0;8.0;1019.22425144023;9.195506572722692e-05;0.0;16.4071217633705;-0.9031997962036898;0.0006041788779331531;0.0007267835766195482;14.788041207483401;3.48749598322501;38.1009344771555;3.33549601477532;7;juin;16.76428854920398
2016-06-22;35281001;205.54621297140702;0.0;3.91245739120114e-05;2;1.1918169500613702;-44421.0893330271;-93587.868030132;-123898.866918861;342216.08402009995;173.831509906712;97.5896762833487;0;8.0;4.77297225524688;8.0;1019.77364532121;0.00137816477149506;0.0;17.3183023431405;-1.22958198547325;-2.67677116066442e-05;0.0009185885706641221;16.9522114724319;-1.7911907221660102;34.7881377847698;1.7977982471420402;7;juin;19.08653817694235
2016-06-23;35281001;298.697937308534;0.0;0.0;3;2.48050336011552;-151268.429115548;-260201.338986398;-44283.8609525547;506683.083184433;193.413651376264;89.23193477810409;0;0.102239114099496;0.0;7.7251120600401615;1015.5943070452901;0.00026482963517080696;0.0;20.5818482735386;-1.11503598427906;0.00101376409698331;0.00126205674052556;17.5799031195135;2.92339385124064;36.017182897863705;3.67371853687658;7;juin;19.63926249518616
2016-06-24;35281001;8.132315014518111;0.0;1.04850159709025e-06;1;1.83805397288838;-139181.291391643;-235378.64359549;-193916.51525345305;622457.221416351;247.583635780759;93.5686380395282;0;6.9191331565444605;0.160000324249268;6.9191331565444605;1022.04226801;0.0;0.0;13.0559533160032;-1.67924293836449;-0.00190436034810003;2.84368342049777e-05;12.573829808542197;-0.111158411837103;21.516785642674197;-3.61698385873753;7;juin;12.421624788337967
2016-06-25;35281001;90.1598754024818;0.0;0.0;4;2.53133136495858;-344569.177888303;-220693.08441216;-185852.107783613;880203.073589212;418.912453208906;79.0143456531156;0;0.8056973901414791;0.0;0.814587927962103;1020.75509780659;0.0;0.0;15.0661139462794;-1.7198245831047902;0.0011549260977240401;0.0005774024692725942;9.06128193777442;4.18084275159344;17.1149411807492;-2.48985097863806;7;juin;16.02976664737259
2016-06-26;35281001;11.213405828813501;0.0;0.0;1;2.05122372379782;-316058.933405145;-160536.05598247302;-183402.61059898;868412.8547120391;376.72542481239;85.532522005616;0;1.9143666092272;0.0;1.9143666092272;1022.9584928369001;0.0;0.0;13.5719499292783;-1.64663699628135;0.0008940333345929029;0.00241908536140267;9.520740291600868;2.66751112507336;18.932267945347107;-3.13800922135853;7;juin;14.388881288652769
2016-06-27;35281001;35.9032910633685;0.0;0.0;4;3.16220688702364;-105935.225599824;-159253.132567526;-99216.113138376;460058.109533204;577.089446683853;88.97465499706541;0;7.93744257074368;0.0;7.99963017751479;1022.10522235825;0.0;3.17620598988617e-05;16.8634513235425;-1.5001893193839198;0.000589121319353844;0.0013018017748243;14.341514261650099;5.1067825463105985;28.970502854390396;2.8185856522722696;7;juin;16.856944592039422
2016-06-28;35281001;13.5816011632196;0.0;0.0;1;0.958650568344023;-71240.9983200129;-114004.36048215801;-82626.9314030396;334537.333701245;547.960730376607;81.24480021410271;0;7.95644896576707;0.0;7.97637822712667;1019.22432642303;2.1682899557622893e-05;7.4111473097344e-05;16.267402394695498;-1.37804696153874;0.00160071503286923;0.000816615761462406;13.4887139723502;-1.1606662467766102;28.3740200410321;-2.34430981295371;7;juin;15.663945092469818
2016-06-29;35281001;7.60718728008937;0.0;1.4961874262655398e-06;4;1.5210141885613302;-58656.9383418417;-201966.62886867105;-181915.747129083;485363.837054085;238.383970701166;94.2420657415766;0;7.52593488913911;0.256120361213087;7.98232489860744;1016.13706313752;0.000603225708232412;0.0;11.9772133672581;-1.70575676619841;0.0026032917377682;-0.000562266581637547;8.915696448087711;3.12296198771948;20.701001376910398;1.29078982207284;7;juin;12.698248760911175
2016-06-30;35281001;39.4855360956932;0.0;0.0;3;3.60521998680277;-28636.116282388197;-150432.321093082;-23028.266753464;246000.09294961198;882.6122753923421;92.13946250572461;0;7.996301775147929;0.0;7.996301775147929;1012.7943782166701;0.00826749446673727;0.0;17.139962215885;-1.09924918743968;0.000541602162733887;0.000364161514342912;14.969476626399803;4.1734338270180205;31.420722972689;4.8393020664770905;7;juin;18.173933695703607
2016-07-01;35281001;14.446550048814599;0.0;0.0;3;3.9105628168280697;-54030.0589203679;-144288.53570819;-89952.59474700381;301204.522017578;635.326504505211;84.9566831606979;0;7.9998175265521;0.0;7.9998175265521;1014.78480231394;0.00231902964605963;0.00039152731182154197;16.890436885547302;-1.29177246147468;0.000899401069393822;0.00136416812419906;14.277916318178198;4.693180328029481;27.4518487668756;6.20461097020779;7;juillet;17.16474902906056
2016-07-02;35281001;93.53207951684394;0.0;0.0;4;3.5420098796451605;-333147.51727806;-221151.13608509695;-154534.539714096;863430.740291125;588.389832245079;77.9559286625841;0;2.02007817655152;0.0;2.37802887649166;1019.21198221699;0.0;0.0;14.3547452243664;-1.50233150447387;0.000524368956331241;0.00102914479355915;8.47329356641479;6.24410921848542;14.8796871802879;1.42504975149855;7;juillet;15.33986226971505
2016-07-03;35281001;1.49498459925972;0.0;0.0;3;3.37607780199065;-26194.546080931803;-49538.7826413516;8033.153087587299;21621.1960222648;262.746283882848;88.5759952854983;0;8.0;0.0;8.0;1020.2543818853999;0.186473015508909;0.012870684404058998;13.463360350640302;-0.6810535626006949;0.00149474586325434;0.000799953251439573;14.376237160216697;-0.28433168133778003;30.989745052163897;5.92080235830146;7;juillet;14.283193801450524
2016-08-01;35281001;1.06690327658723;0.0;0.0;4;0.665766112669475;-299411.61515599396;-42214.4693297154;-97754.47460692948;659852.1303894661;64.8048983688783;85.2240756080847;0;0.0;0.0;7.46120705218321;1022.42911966964;0.0;0.0;12.4156381426598;0.701945810338655;0.00440688198165816;0.0017674686407215;10.7606377412045;1.6531697990103502;17.465049098766;-0.30580079555512296;7;août;13.659210111091236
2016-08-02;35281001;11.6809124051542;0.0;0.0;4;4.56583928317111;-67867.151332914;-87880.325611713;-67929.3287243529;274206.018282792;694.95049679513;80.1489056014817;0;7.67824434058042;0.0;8.0;1018.09081870516;0.00143449878737575;7.52882695076625e-05;19.420830042782494;-1.26293842523158;0.000299252441443024;0.00121664075263785;11.7744022423209;8.20158354514383;32.5190859359245;5.00366380591553;7;août;18.362975982312488
2016-08-03;35281001;4.13587898833422;0.0;0.0;3;4.35489962757756;-65835.2724789064;-63689.360669970185;-100413.86388712801;228947.33854832602;522.471604207261;86.21345432677592;0;8.0;0.0;8.0;1014.94936385583;0.00813962006941434;0.00013645975008306;18.830974742600894;-1.24819047599544;0.000349892560214585;0.00134360765310985;17.7469469539398;4.69332080900122;36.79543164472121;6.50815825916833;7;août;18.703871987434553
2016-08-04;35281001;1.50576133134015;0.0;0.0;3;2.18413251254625;-182333.389327958;-44987.8363106551;-54669.530277519814;354312.833619818;195.82935962948602;89.486728767929;0;0.7357183283241551;0.0;8.0;1014.9503146214399;0.0;0.0;15.181351372460199;-1.26956226679203;0.00054380787420447;-0.000180824925047318;11.1909438080662;1.6453082814660098;23.6749910238795;3.63429302575239;7;août;15.653785432727163
2016-08-05;35281001;1.60912257831658;0.0;0.000127918226955735;4;1.92835067609876;-89062.4733960234;-89367.27789407721;-127037.928310811;440950.0951260461;115.134149285876;98.48148524605448;0;7.5756681670804;8.0;7.57631657532686;1023.42509332694;0.00805952772498075;0.0;12.015393063842199;-0.919859708439605;-0.000526479080854901;0.00126318731329576;10.776013732783802;3.31280893665456;18.889719040696896;-1.54852123045206;7;août;13.197577116596472
2016-08-06;35281001;1.05314831370923;0.0;0.0;4;0.8465786839508539;-70595.9092748172;-50101.2585277569;-88558.954934417;411655.148997421;89.47222936434271;82.3140769647126;0;6.4202509093323386;0.0;6.4202509093323386;1028.94845426995;0.0;0.0;14.8924068993439;-0.0328719267767976;0.0045827923413966;0.000528400323572112;14.8248580805135;1.72823089261511;27.389702172084107;0.762471498055648;7;août;15.988383799687883
2016-08-07;35281001;1.18969380995164;0.0;0.0;3;0.523546903651668;-222995.28818882894;-43351.7229403862;-79875.5778473899;595359.635747291;68.5322614820751;84.56734448552659;0;0.0023964530617527693;0.0;0.0023964530617527693;1030.0921429639;0.0;0.0;16.5869309388305;0.16580408037775698;0.0043084485173578106;0.00202014106557144;15.6958990055233;0.799802486613722;27.882927399215998;1.1336518746357;7;août;16.77784194423827
2016-08-08;35281001;3.47905945219818;0.0;0.0;4;1.92767053006048;-292367.62538254197;-44747.4986494487;-104170.105413226;599511.380786501;418.77044657201293;85.37937712895891;0;5.05619983419155;0.0;6.55107177791766;1025.86845483473;0.0;0.0;15.382230304242801;-1.53295550294182;0.00122841712883966;0.00031324525999905;14.1763151423389;3.72075171305186;22.3583864579632;0.0554750258706695;7;août;16.079776919022944
2016-08-09;35281001;1.24026068815871;0.0;0.0;1;2.36633148942603;-313606.526508033;-57209.1255927692;-79836.4467732589;602123.512427084;216.421556815665;82.99371483860241;0;0.00120557976897645;0.0;1.35234809799176;1026.48703505281;0.0;0.0;13.582591205871598;-1.04029619201014;0.00195654218397713;0.00147441750163307;7.9718013290727185;2.1290534289182697;14.7057382181338;-3.8522544446896;7;août;14.431942331847905
2016-08-10;35281001;2.0233921819308303;0.0;0.0;4;1.05089188057733;-286680.161543518;-40021.1324695351;-71034.84445547941;584050.434779137;176.61566129262297;84.09710973314209;0;0.94272879211761;0.0;3.9347735787389;1026.94346147467;0.0;0.0;12.048616824583002;-0.491121088344681;-0.000219849766911076;0.00470938259248192;8.98598494720102;2.07505475627477;17.8218798051312;-1.6767439840223402;7;août;13.014424897974518
2016-08-11;35281001;4.87421043122587;0.0;0.0;4;1.81451049313182;-54805.1140977727;-33154.165532231804;-89379.165186046;330879.789639575;291.390510204249;87.95880519778629;0;6.2246280001568906;0.0;8.0;1027.7751707513;0.0;0.0;14.7129272592732;-1.49384853319838;0.00021812984759570904;0.00201591228210465;13.639943268067901;3.54538684884027;31.164981903140895;-0.330536809553423;7;août;15.954965824364113
2016-08-12;35281001;0.602696353376794;0.0;0.0;4;0.979441474290965;-256665.537966728;-22913.870154738397;-68811.8169843537;559143.294133111;40.470814907835795;87.6320420926334;0;2.15905057603069;0.0;3.509492166469649;1027.74895229351;0.0;0.0;12.857264234182;-0.0876832635622069;0.00646325485566822;0.000200648648065861;12.7765687193311;1.65433684868548;20.4949480705836;0.6793605558650561;7;août;13.82330868251253
2016-08-13;35281001;3.5316798638395697;0.0;7.300725164672861e-06;1;1.10783562492784;-73645.9049223365;-61744.014308751386;-167595.649796187;357949.04503209994;139.044627177682;93.43907843237959;0;7.106510227977459;1.04730493488019;7.23934893167547;1025.55286250109;0.00044061025187145595;0.0;13.6054188942768;-1.63806268921052;0.00334392176223042;3.96377380055936e-06;12.4269799052423;-0.21587079977690304;21.1701904051879;-2.66233217616537;7;août;14.39692205491341
2016-08-14;35281001;4.18612026061961;0.0;2.37669139070173e-06;1;2.8387577492778395;-45657.110423013604;-67914.2708001146;-162165.078252374;318564.461143871;220.809203844808;93.0928203054578;0;7.99248023357617;0.317796386603727;7.99248023357617;1024.08706845502;9.29021244218098e-05;0.0;15.496379820529098;-1.608170889343;0.000451040317949128;0.0006793854597531401;12.814677037179198;-0.749220248897456;23.2346068537954;-5.15433409560866;7;août;16.14895749774934
2016-09-12;35281001;0.295593860755606;0.0;0.0;2;1.5037453985389702;-125488.09261053699;-11630.7082298996;-7620.151376186701;207754.18456806894;130.331768006768;82.38303067807371;0;0.0;0.0;8.0;1012.8250261994501;0.0;0.0;15.4463194194783;0.0830726784070546;0.000420061799752761;0.00406020997836938;16.6236195702119;-4.21872263135084;35.495789937351205;1.42665012614451;7;septembre;15.852226140936576
2016-09-13;35281001;416.885624516364;0.0;0.0;2;2.2439689238707;-185535.39785773895;-32002.1742869921;8430.22481429646;237429.804390161;151.95204818845102;72.9445005008588;0;0.0;0.0;4.79733291961047;1007.72123303609;0.0;0.0;18.9791642595943;-0.0518193579090678;-0.000177096460432422;0.00568818537334246;17.9666752444761;-5.68636444161166;34.6650222652534;1.16971068069324;7;septembre;19.087906456765406
