date;insee;capeinsSOL0;ciwcH20;clwcH20;ddH10_rose4;ffH10;flir1SOL0;fllat1SOL0;flsen1SOL0;flvis1SOL0;hcoulimSOL0;huH2;iwcSOL0;nbSOL0_HMoy;nH20;ntSOL0_HMoy;pMER0;rr1SOL0;rrH20;tH2;tH2_VGrad_2.100;tH2_XGrad;tH2_YGrad;tpwHPA850;ux1H10;vapcSOL0;vx1H10;ech;mois;tH2_obs
2016-06-20;33281001;0.0288484106820138;0.0;0.0;4;1.65176499098794;-168748.35470256;-1198.11767181708;-5729.093084956789;0.0;49.0333188810499;80.89404016245591;0;2.50274618984833;0.0;6.391546867147992;1023.4264438414799;0.0;0.0;15.8715800039118;0.858438802521549;0.0025791500212836802;0.0009104249528751961;17.5065669234994;2.7944518451276803;41.003283609461896;-0.20766116920983105;23;juin;15.868910717697348
2016-06-21;33281001;144.800065812167;0.0;0.0;2;2.71701944768192;-207935.408623908;-212.912542088822;56819.2542319416;0.0;198.375237101975;75.77349925546821;0;0.0;0.0;0.0;1018.09250241983;0.0;0.0;23.0145169467082;1.4673849776160202;0.0031017945713549397;0.000885277192998855;17.8121857464374;-4.41520707533363;29.793038772070695;0.499637319820085;23;juin;22.201787732607777
2016-06-22;33281001;108.431169477662;0.0;0.0;2;4.20244029552187;-248399.479319503;-11681.6169175939;130253.201281252;0.0;364.661089591857;54.590948860020504;0;0.0;0.0;0.0;1013.8166620408;0.0;0.0;26.5022812050782;0.0875123720395941;0.000102632418155753;0.000773567069823758;19.359697202593104;-5.8575627448231;33.2104812249299;4.0834435881756095;23;juin;23.650476650942064
2016-06-23;33281001;85.48921355677619;0.0;0.0;4;4.00389607770582;-97933.69230438133;-2072.58397842884;-34095.7169634873;0.0;594.9151217588379;83.0607783619171;0;7.45846411761863;0.0;7.62506796022702;1019.7400540421801;0.0;0.0;20.542521154815198;-1.38296384803049;-0.000682544861803584;-7.2489621801008e-05;17.7335835419595;7.151033620705639;36.546054656731;-2.27289899456777;23;juin;19.356490308192903
2016-06-24;33281001;55.9780750010554;0.0;0.0;4;3.26369446960253;-187836.444535413;-3792.5532584028997;37829.175521335696;0.0;545.7130369650798;73.75834151871899;0;1.96079644165966;0.0;7.25588220343704;1020.3138479502197;0.0;0.0;17.0641122416306;-0.750220023147929;2.39041742384877e-05;0.00100597616838004;14.5558754298776;5.690458341221071;30.454542866325003;-1.01929556299725;23;juin;16.153786847317832
2016-06-25;33281001;0.00982073555132383;0.0;0.0;4;2.2081360021166603;-282750.862075445;1252.13965636515;26029.801823439;0.0;252.926510787369;77.71722964329479;0;0.0;0.0;0.0;1022.4625587657001;0.0;0.0;13.9340809787389;1.14323270224422;0.0034813322911609198;0.00203467125007565;8.565844880032389;2.6206756621840803;13.184109011256199;-2.42022572918124;23;juin;14.239470915111784
2016-06-26;33281001;0.0245518388783096;0.0;0.0;4;1.95973087557861;-248897.85756578;652.511236414645;15250.394983934199;0.0;293.418530823272;78.6643223486871;0;0.0;0.0;0.0;1024.50686552897;0.0;0.0;14.347525959149802;0.7229423712214591;0.00311080323461006;0.00189613968479845;13.2453236054811;2.6771509766094503;22.7057256400585;-2.67932510236633;23;juin;14.889190678028465
2016-06-27;33281001;0.0319173905418025;0.0;0.0;4;1.5829790434489095;-212264.39769116606;7632.147270382159;-1193.97960918818;0.0;86.22057180320671;87.50553990410341;0;0.0;0.0;0.5816839852835191;1023.24989771911;0.0;0.0;15.813580133255599;0.719507656780943;0.00347715614305544;0.0014050515440988099;15.001047714054598;2.1461103686651497;27.420767600822305;-2.06920120895342;23;juin;16.149102255864825
2016-06-28;33281001;0.0338054420499062;0.0;0.0;4;2.20777264764286;-228468.865025944;18259.139656367;10296.5764816439;0.0;87.5671508961117;90.15906035278299;0;2.64697654771749;0.0;2.81638494965483;1020.10088716244;0.0;0.0;16.1764216448208;0.667415741548915;0.00130219450740884;0.000669340387363446;14.745468995353699;3.460634479374181;24.004158034920696;-0.842446819250176;23;juin;15.835502413143717
2016-06-29;33281001;0.007365551663492871;0.0;0.0;4;1.97705509667084;-232620.951304844;7683.8700715308705;-1086.42535440276;0.0;105.618774272521;87.03158077163981;0;0.0162129578505749;0.0;0.126597216542022;1017.43290301892;0.0;0.0;15.6178233427962;1.3310114504614;0.00197229506578004;0.000624652980323897;12.357105873852301;2.64831956675783;25.951596529745608;1.00098127865702;23;juin;15.662555844352047
2016-06-30;33281001;0.0294622066539715;0.0;0.0;4;1.2977672616587;-206285.65692384398;7367.59507192726;-8214.88150238577;0.0;56.0308881299613;89.6368651406747;0;0.5033148871004349;0.0;0.5033148871004349;1019.42872410333;0.0;0.0;16.8089754726106;0.656459716373945;0.00202039147302383;0.000646048696931087;16.0186782799661;2.01952916734983;28.4361085742712;-0.4718116076615;23;juin;16.519393306920573
2016-07-01;33281001;2.11751846229868;0.0;0.0;4;2.3676727949208103;-221598.370119133;-15615.02060309;17893.6607220503;0.0;285.654835704128;81.2660284582736;0;5.54248147585249;0.0;5.54957239532172;1020.6770996896;0.0;0.0;17.8349722807367;-0.251557058592937;0.00125436914221447;0.00018069145223021998;14.781259407836002;4.7569894571971;30.0399213343617;-0.34817932261431;23;juillet;17.300876692160003
2016-07-02;33281001;0.0024551838878309603;0.0;0.0;4;1.4935715977671102;-242963.330174392;821.459282100355;7012.51338413644;0.0;22.138298202793198;78.03836550594609;0;0.0;0.0;0.0;1025.12315527573;0.0;0.0;14.1846761094041;2.1610755933451204;0.00254211188697847;0.00161282856721671;11.5374962638973;2.35913965729872;20.8160547480229;-0.5536804515408421;23;juillet;15.054942761765833
2016-07-03;33281001;0.0147311033269857;0.0;0.0;1;2.24204514991343;-220480.533430381;4704.27227038193;17228.0158712739;0.0;145.931060345705;83.8965929562018;0;0.0;0.0;0.0;1023.1190532262;0.0;0.0;16.5546530938893;0.767000582180032;0.0031243315755185;-1.95685747342908e-05;15.5352224200843;-0.178615918670868;22.8605413585901;-3.63160534633151;23;juillet;16.215826465081793
2016-08-01;33281001;0.0147311033269857;0.0;0.0;4;1.30730195536961;-245493.262553385;4687.619339108571;-4206.098728011961;0.0;21.8991072502943;86.05539357144899;0;0.0;0.0;7.36337242853006;1022.8090126335001;0.0;0.0;15.9058956298065;1.15167023508993;0.00339454261968382;0.0009288507342383027;10.906708405915001;1.85735735551559;25.79742185922889;0.0174197496750238;23;août;16.401610050977858
2016-08-02;33281001;0.0036827758317464396;0.0;0.0;1;1.20758614314902;-263465.371807304;4221.52178210024;4048.917315828521;0.0;53.5720500997853;82.1444085524753;0;0.0;0.0;0.000251431436933583;1020.68397842336;0.0;0.0;16.7773271889874;1.5086050599039;0.00484050947420599;0.00115705735359763;12.0163591697117;1.86813343546484;19.386054712461398;-2.4118979552046604;23;août;16.028851662897896
2016-08-03;33281001;0.100662539401069;0.0;0.0;4;1.7923511527371698;-229793.62993936896;3514.68232738967;-4633.73205059289;0.0;96.67754995040407;87.9131392341155;0;0.0;0.0;8.0;1017.0001892145799;0.0;0.0;18.128252356975697;0.0358754861546693;0.0017655638930927301;0.000688912975765691;18.025398632126894;3.27188590344575;23.916674396432;-1.85192697991845;23;août;18.42585427260928
2016-08-04;33281001;9.246577515835481;0.0;0.0;4;2.2304384101817303;-206918.939482889;9674.04908019605;35124.886329786495;0.0;261.702392374598;92.6715780632624;0;1.1641723073328898;0.0;1.1641723073328898;1020.89008835554;0.0;0.0;15.929615775127699;1.39724279755839;0.0012631058607101599;0.0007053341294879;13.450248829635804;3.83156551329734;20.6875813617939;0.258361724454478;23;août;15.673334822787082
2016-08-05;33281001;0.0122759194391548;0.0;0.0;1;1.6176381896708605;-258871.04754987;2403.36172509202;14665.6638958773;0.0;165.625268595674;80.1294157393251;0;0.0;0.0;0.0;1027.0248489743801;0.0;0.0;15.183802390297696;0.862445062163516;0.00395938836746976;0.00103891046855751;10.3085194513202;1.26650886098285;20.799141700553697;-2.772236472223;23;août;15.672005700872525
2016-08-06;33281001;0.0208690630465631;0.0;0.0;1;3.0139474156156405;-255814.78756491802;-1153.44462573498;63551.9542902898;0.0;243.156956547653;67.23783749460729;0;0.0;0.0;0.0;1029.84048740107;0.0;0.0;19.0276971707789;-0.0378166536899869;0.00119016017644895;-0.000106965258790115;13.858268796664698;0.290931338216972;24.542553879320607;-5.76058231748451;23;août;17.91335612975413
2016-08-07;33281001;0.0122759194391548;0.0;0.0;1;2.86331667444659;-250876.899383305;-760.1701144125882;39092.329147370096;0.0;229.614222589309;65.2575401572268;0;0.0;0.0;0.0;1026.23010414085;0.0;0.0;20.7023022098748;0.441035421338771;0.0024720429172496;0.000262533442866429;15.176290597033699;1.1337429107565902;23.1571543634059;-4.37393424802322;23;août;19.399906585187072
2016-08-08;33281001;0.0466484938687882;0.0;0.0;4;2.6093591618250804;-225506.012431315;1996.45278756295;15071.831324746001;0.0;422.566269461227;86.03145352733709;0;0.0696296570603485;0.0;8.0;1023.92277900076;0.0;0.0;17.1774321344376;-0.179081923925516;0.000863152585064675;0.00120057885737735;12.022915461677599;3.72007988874811;27.853968773794303;-1.5265132947788;23;août;17.495182192052038
2016-08-09;33281001;0.495645395018034;0.0;0.0;1;3.136507853817;-286318.918244674;1114.64629381879;72643.09575686269;0.0;649.38133162937;73.5082318813261;0;0.0;0.0;0.0;1023.49479383933;0.0;0.0;16.3619549773206;0.551746689570969;0.00294025235455193;0.000969985491365866;12.081689453125;3.44845850923185;16.1569106683014;-4.27932033839261;23;août;15.306634779117884
2016-08-10;33281001;0.004910367775661921;0.0;0.0;1;2.87726126211348;-262290.653800665;1335.93183910799;55550.0463908342;0.0;305.37763181499;79.6830308210984;0;0.0;0.0;0.0;1025.55607653001;0.0;0.0;15.200603083492501;0.5021152995813479;0.00213026291675209;0.0012779735792071301;11.8792814552966;2.5546562256122;21.0293321817871;-4.08067623531906;23;août;15.02656065124061
2016-08-11;33281001;0.0368277583174644;0.0;0.0;1;2.15418611069522;-241013.02951224;451.903419554111;22314.3879415858;0.0;246.14215711221698;77.5539298453856;0;0.0;0.0;3.0556191515356703;1027.59361353239;0.0;0.0;15.7773631278177;0.320890092465817;0.00303973997930791;0.000960144805021199;13.431309223169;1.17413164251184;25.591789810335303;-3.78601177024658;23;août;15.689915696976206
2016-08-12;33281001;0.0;0.0;0.0;1;1.89075400428252;-225917.614294511;-453.513477355108;25944.8354731505;0.0;78.2674086275865;59.7089207699061;0;0.0;0.0;1.90373996889692;1023.5525758951;0.0;0.0;20.5808939572035;4.891895148605821;0.007340841606582941;-0.00120893242084369;15.965690946579;-0.6152101469238579;22.679163499152303;-2.4055029414896296;23;août;19.235439822984038
2016-08-13;33281001;0.00231340079289915;0.0;0.0;1;1.23862450702677;-239811.686649469;-657.281392916637;15107.133580746102;0.0;31.3577519224028;49.619065201845395;0;0.0;0.0;0.0;1020.3387482778701;0.0;0.0;23.1922265850915;4.028277816532681;0.00502901136320133;0.000293098150494472;16.940561448816;0.270548933132407;22.9612176314117;-2.12053317803788;23;août;21.63151064780439
2016-08-14;33281001;0.00837857124770435;0.0;0.0;1;1.7824471855810202;-246232.74194335606;-1057.1181600983;40893.1389776766;0.0;132.823397370882;45.4850069411909;0;0.0;0.0;6.59717965342955;1017.42594585806;0.0;0.0;25.257727634930397;2.92277006818304;0.0028600864912409303;0.00105556708649893;17.694953576451198;-0.697872993241179;24.216964523482105;-4.18733835807917;23;août;22.680014159211744
2016-09-12;33281001;289.932847005932;0.0;0.0;2;5.72926593260533;-243912.04300845801;-888.006881594249;206623.17178794695;0.0;375.326008138621;49.879391663386706;0;0.0;0.0;0.0149850273978784;1009.15328284729;0.0;0.0;27.0183532978043;0.0672561829585483;0.00181814004130968;0.00118426747239889;18.461052274704002;-7.20251985354617;29.979341506957997;6.41824073659418;23;septembre;23.361187082486634
2016-09-13;33281001;5.87851326954315;0.0;5.2184463854274296e-08;2;2.7729840597663395;-99142.13086433028;-76125.5981346875;-9173.9658261796;0.0;145.229016459513;93.87632218460541;0;0.777582266585432;0.0;8.0;1008.6469184188401;1.06639751417157;0.0;16.7534070310942;-0.9673500416144408;0.000741231429716408;-8.930293192337371e-05;14.596548997616901;-4.32705887546404;31.1616799071189;-0.4386003398421521;23;septembre;16.25250047880208
2016-09-14;33281001;11.1827682260328;0.0;0.0;4;1.68725827573675;-121182.84206982401;-9314.28925305459;7385.422625334929;0.0;22.094215531641396;82.69683320787429;0;0.7866698743324301;0.0;8.0;1012.4545631968899;0.0;0.0;15.3001906791769;2.0275868019022;0.00227267989914955;0.000542536497563952;12.4944180701231;2.68568338326524;26.3073276593918;0.7043917460778729;23;septembre;15.885339694221942
2016-09-15;33281001;1.43761743302282;0.0;0.0;2;1.60401510537366;-134523.709488545;-2279.95126318861;21834.0907668035;0.0;142.545091309675;73.3616849101896;0;0.0;0.0;8.0;1014.05922525361;0.0;0.0;15.751552929644301;1.7090572916942;0.0035374857373667;0.0011690480184669099;12.8636911850423;-3.09340044262444;24.222807884216298;0.536220423695836;23;septembre;15.384149329503073
2016-09-16;33281001;25.466646558263893;0.0;0.0;4;2.8146532129581803;-110743.95428023;-18154.2789912183;47410.5238722736;0.0;225.731335525098;77.36037764244;0;6.97532182291042;0.0;8.0;1022.42155141621;0.0;0.0;15.380778897971402;0.5823001805241811;0.0022193194660880197;0.00173175660892199;11.9558642044361;4.37966114306797;21.817079088067693;-0.6404964180009871;23;septembre;15.312685773304022
2016-09-17;33281001;89.3425974212294;0.0;0.0;4;2.05340421851622;-80445.537583742;-3524.6105460822205;3094.28457673247;0.0;52.6640242173612;76.8452497131071;0;0.7078132773997571;0.0;6.01321881242187;1022.1778191613499;0.005437306317731471;0.0;13.9767493874983;2.01700365680892;0.0028842263888785307;0.000439683208254568;11.1796138267904;2.76573257614652;24.6059481233237;-0.169863298777248;23;septembre;14.39248809694604
2016-09-18;33281001;22.581225529312896;0.0;0.0;3;0.911381021711072;-108185.445494096;-4348.26201251191;-5582.864831384511;0.0;22.904943700634494;84.5827923761155;0;7.3234094858912195;0.0;7.39895536663637;1022.48970057681;0.00249734111281482;0.0;15.0449908130424;0.8674620456199179;0.00327287720685636;0.000313602278637651;12.8165050114983;2.25776856701526;27.5171565071232;1.00277345827375;23;septembre;15.854580965360801
2016-09-19;33281001;4.75316412413806;0.0;0.0;1;2.75475317152067;-66706.04911293;-6006.19393500546;8933.53586496771;0.0;250.386189882136;74.7886728009852;0;7.132334127326112;0.0;7.132334127326112;1020.2306682157499;0.0;0.0;16.5665027535666;-1.00543116698191;0.000578801393834995;-0.000532846690942963;13.65495822201;1.85337170237649;26.6403840570674;-4.50610395296805;23;septembre;15.436058440882231
2016-09-20;33281001;5.78378850815256;0.0;0.0;4;1.1194625711916102;-208701.63734895398;11452.856350035201;2769.87867209542;0.0;62.304030345355606;92.64549011283708;0;3.02935610235362;0.0;3.02935610235362;1018.12807858821;0.0;0.0;13.237447473796502;2.81356356261254;0.00663462291558412;0.00299928236856713;13.844011692657402;1.2571234704878702;19.0013187662735;-0.70582738103716;23;septembre;13.797026414895877
2016-09-21;33281001;0.5174865958897571;0.0;0.0;1;1.2807845972483998;-220141.14312993397;17133.8161621104;13822.8981358876;0.0;85.4505774171232;90.9453778917667;0;0.0175827137117641;0.0;0.239570949656203;1018.50464437143;0.0;0.0;14.176795489644102;2.60092112026407;0.00637049658491028;0.0008428701591218718;12.615987548356099;0.143353812547711;20.376662834024998;-2.60619744122407;23;septembre;14.785043355695933
