date;insee;tH2_obs;capeinsSOL0;ciwcH20;clwcH20;ddH10_rose4;ffH10;flir1SOL0;fllat1SOL0;flsen1SOL0;flvis1SOL0;hcoulimSOL0;huH2;iwcSOL0;nbSOL0_HMoy;nH20;ntSOL0_HMoy;pMER0;rr1SOL0;rrH20;tH2;tH2_VGrad_2.100;tH2_XGrad;tH2_YGrad;tpwHPA850;ux1H10;vapcSOL0;vx1H10;ech;mois
2015-04-01;6088001;16;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-01;31069001;10,3000001907349;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-01;33281001;12,1000003814697;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-01;35281001;12,3999996185303;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-01;59343001;7,90000009536743;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-01;67124001;8,69999980926514;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-01;75114001;11,1999998092651;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-02;6088001;15,1999998092651;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-02;31069001;13,8000001907349;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-02;33281001;10,6000003814697;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-02;35281001;10,1000003814697;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-02;59343001;5,40000009536743;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-02;67124001;8,5;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-02;75114001;10,6999998092651;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-03;6088001;15,3999996185303;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-03;31069001;10,6999998092651;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-03;33281001;11,1000003814697;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-03;35281001;9,39999961853027;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-03;59343001;5,69999980926514;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-03;67124001;7;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-03;75114001;10;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-04;6088001;12,6999998092651;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-04;31069001;9,80000019073486;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-04;33281001;10,3999996185303;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-04;35281001;9,5;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-04;59343001;7,09999990463257;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-04;67124001;8,60000038146973;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-04;75114001;8,10000038146973;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-05;6088001;13,3000001907349;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-05;31069001;11,8000001907349;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-05;33281001;11,5;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-05;35281001;12,1000003814697;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-05;59343001;8;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-05;67124001;8,60000038146973;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-05;75114001;11;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-06;6088001;14,3999996185303;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-06;31069001;14,3999996185303;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-06;33281001;13,5;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-06;35281001;12,3000001907349;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-06;59343001;10,8000001907349;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-06;67124001;9,80000019073486;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-06;75114001;12,8000001907349;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-07;6088001;13,8000001907349;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-07;31069001;15,1999998092651;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-07;33281001;16;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-07;35281001;14,1999998092651;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-07;59343001;10,8000001907349;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-07;67124001;12,5;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-07;75114001;14,6000003814697;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-08;6088001;15,1000003814697;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-08;31069001;15,8000001907349;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-08;33281001;16,6000003814697;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-08;35281001;16,2999992370605;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-08;59343001;14,1999998092651;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-08;67124001;15,3000001907349;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-08;75114001;17,2999992370605;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-09;6088001;15,3000001907349;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-09;31069001;15,1999998092651;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-09;33281001;17,6000003814697;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-09;35281001;17,8999996185303;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-09;59343001;17,7000007629395;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
2015-04-09;67124001;18,3999996185303;;;;;;;;;;;;;;;;;;;;;;;;;;;34;avril
