;Unnamed: 0;date;insee;tH2_obs;capeinsSOL0;ciwcH20;clwcH20;ddH10_rose4;ffH10;flir1SOL0;fllat1SOL0;flsen1SOL0;flvis1SOL0;hcoulimSOL0;huH2;iwcSOL0;nbSOL0_HMoy;nH20;ntSOL0_HMoy;pMER0;rr1SOL0;rrH20;tH2;tH2_VGrad_2.100;tH2_XGrad;tH2_YGrad;tpwHPA850;ux1H10;vapcSOL0;vx1H10;ech;mois
69311;4;2014-01-01;59343001;9.39999961853027;0.8993642067889089;0.0;0.0;3.0;13.772039267878599;-42550.4950586262;-220430.711992679;304370.882891654;0.0;1070.41769482572;86.2772599230558;0.0;8.0;0.0;8.0;995.747026330566;0.509062637686156;0.0225314769102277;8.65743449382479;-0.299220544023912;-0.000304610245568706;-0.00025488338805847995;9.64298775464397;-1.87275127113287;20.3639249950647;19.8979869765033;20;janvier
69318;11;2014-01-02;59343001;7.800000190734861;6.87482721746974;0.0;0.0;3.0;6.198825589448839;-271779.092207074;41790.494413912405;169999.32398504;0.0;454.442459316138;91.7992913938414;0.0;0.0699701901719764;0.0;3.395968285510249;1004.4271256256097;-3.90635429994401e-05;0.0;6.60782271720439;0.125274212586194;-0.00032007750212064703;0.000137808443508497;6.00084998279829;1.31058034918965;12.859764874577198;8.97577381819724;20;janvier
69325;18;2014-01-03;59343001;6.699999809265139;25.719629958875604;0.0;0.0;3.0;10.769449112697101;-290052.71183598;-190625.05925851894;409350.025469779;0.0;1581.38490852338;78.877988192623;0.0;0.009911350949982007;0.0;5.45655963993582;1006.22862567902;0.000683585181832258;0.0;6.83479476637899;0.0598640125275578;-0.00014631443910499998;0.000592278562010324;5.62462951064129;9.924924158305538;9.12463013827801;12.657941694628501;20;janvier
69332;25;2014-01-04;59343001;7.800000190734861;14.520142990291;0.0;0.0;4.0;5.73769364247268;-39242.6583297409;-93439.19117200287;93853.9656646852;0.0;587.556700351586;89.75200879287691;0.0;5.24839560277338;0.0;8.0;997.24972472992;0.0636715963482846;0.0053267898512188;7.3039749107093215;-0.616287082173066;0.000675200539342426;8.92988273241415e-05;6.42432510167657;7.59715738922445;14.2565329152303;6.238668327024912;20;janvier
69339;32;2014-01-05;59343001;7.400000095367429;0.12968836430992695;0.0;0.0;3.0;10.1054229969824;-23662.105048790498;-82897.3045709134;167044.496758521;0.0;629.437518262916;89.20866633417108;0.0;8.0;0.0;8.0;1005.15812576294;0.0;6.85474674262094e-05;6.46503991186581;-0.477968677280614;-5.36020037041492e-05;1.6659338258391194e-05;10.0445606160171;-0.3700104940770689;17.7367753678564;14.7979304573681;20;janvier
69346;39;2014-01-06;59343001;10.3999996185303;20.042557354009;0.0;0.0;3.0;9.36635989440438;-231227.835098118;-170502.737812756;323552.757813572;0.0;1074.42500123985;82.357531242557;0.0;0.523307996699701;0.0;0.53804920930193;1003.78390056763;3.90635429994401e-05;0.0;10.465683914010803;0.0193556825475412;0.000127180232197805;0.0005086594771039098;7.44082958757928;9.46196517565875;11.3813579374555;10.2966343653781;20;janvier
69353;46;2014-01-07;59343001;10.1000003814697;37.9474542522219;0.0;0.0;3.0;5.71977903704762;-74835.9536913638;-101562.216972827;164188.560879528;0.0;716.700493812956;90.4785830498568;0.0;3.6606724976950895;0.0;7.24767804303848;1012.83770038681;0.00144540473843376;0.0;9.94349617283683;-0.267645717670913;-0.000228111667544077;0.00048125319648174007;8.374971317948742;5.61862131223179;17.1353900575641;10.634530788174803;20;janvier
69360;53;2014-01-08;59343001;9.5;0.0;0.0;0.0;3.0;3.79063877615392;-56616.7749413854;14549.1163280606;66548.735274017;0.0;386.601387554103;91.77801388747541;0.0;5.5555009253343295;0.0;8.0;1018.07855018539;0.0;0.0;8.51594780228937;0.417472591774645;-0.00116496090627561;-2.27154190771464e-05;8.25012718021856;0.6796639794871611;14.0115187764168;5.7463151700764;20;janvier
69367;60;2014-01-09;59343001;6.400000095367429;1.4106961449960802;0.0;0.0;4.0;4.512763121412268;-285360.540488303;11199.679804623;108637.907305181;0.0;263.72045505504;89.5559075820792;0.0;0.139917400940297;0.0;0.139917400940297;1013.62292541428;0.0;0.0;5.07766686688655;0.654863775266621;-5.05727778766036e-05;0.000283797349532198;2.61791971176865;5.92682951054997;8.756462901830679;2.49949301622894;20;janvier
69374;67;2014-01-10;59343001;5.1999998092651385;1.37140905081834;0.0;0.0;3.0;5.0864658175219;-18630.0834765733;-37639.125703275204;25122.449414491803;0.0;655.137740612162;92.0125378505451;0.0;7.999992603352799;0.0;8.0;1017.9020254322099;0.0;0.0;5.15165159661246;-0.74977524716229;-9.986931202163443e-05;-0.000166963579947671;4.60833058535957;1.26212993703439;10.1673591744893;7.33593326441837;20;janvier
