;Unnamed: 0;date;insee;tH2_obs;capeinsSOL0;ciwcH20;clwcH20;ddH10_rose4;ffH10;flir1SOL0;fllat1SOL0;flsen1SOL0;flvis1SOL0;hcoulimSOL0;huH2;iwcSOL0;nbSOL0_HMoy;nH20;ntSOL0_HMoy;pMER0;rr1SOL0;rrH20;tH2;tH2_VGrad_2.100;tH2_XGrad;tH2_YGrad;tpwHPA850;ux1H10;vapcSOL0;vx1H10;ech;mois
144166;1;2015-04-01;31069001;8.5;;;;;;;;;;;;;;;;;;;;;;;;;;;32;avril
144173;8;2015-04-02;31069001;10.1999998092651;;;;;;;;;;;;;;;;;;;;;;;;;;;32;avril
144180;15;2015-04-03;31069001;9.30000019073486;;;;;;;;;;;;;;;;;;;;;;;;;;;32;avril
144187;22;2015-04-04;31069001;8.199999809265138;;;;;;;;;;;;;;;;;;;;;;;;;;;32;avril
144194;29;2015-04-05;31069001;6.900000095367429;;;;;;;;;;;;;;;;;;;;;;;;;;;32;avril
144201;36;2015-04-06;31069001;10.6999998092651;;;;;;;;;;;;;;;;;;;;;;;;;;;32;avril
144208;43;2015-04-07;31069001;10.6999998092651;;;;;;;;;;;;;;;;;;;;;;;;;;;32;avril
144215;50;2015-04-08;31069001;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;32;avril
144222;57;2015-04-09;31069001;13.1000003814697;;;;;;;;;;;;;;;;;;;;;;;;;;;32;avril
144229;64;2015-04-10;31069001;12.1999998092651;;;;;;;;;;;;;;;;;;;;;;;;;;;32;avril
144236;71;2015-04-11;31069001;13.5;;;;;;;;;;;;;;;;;;;;;;;;;;;32;avril
144243;78;2015-04-12;31069001;15.6000003814697;;;;;;;;;;;;;;;;;;;;;;;;;;;32;avril
144250;85;2015-04-13;31069001;17.0;;;;;;;;;;;;;;;;;;;;;;;;;;;32;avril
144257;92;2015-04-14;31069001;16.7999992370605;;;;;;;;;;;;;;;;;;;;;;;;;;;32;avril
144264;99;2015-04-15;31069001;15.3999996185303;;;;;;;;;;;;;;;;;;;;;;;;;;;32;avril
144271;106;2015-04-16;31069001;14.1999998092651;;;;;;;;;;;;;;;;;;;;;;;;;;;32;avril
144278;113;2015-04-17;31069001;13.6999998092651;;;;;;;;;;;;;;;;;;;;;;;;;;;32;avril
144285;120;2015-04-18;31069001;11.6999998092651;;;;;;;;;;;;;;;;;;;;;;;;;;;32;avril
