;Unnamed: 0;date;insee;tH2_obs;capeinsSOL0;ciwcH20;clwcH20;ddH10_rose4;ffH10;flir1SOL0;fllat1SOL0;flsen1SOL0;flvis1SOL0;hcoulimSOL0;huH2;iwcSOL0;nbSOL0_HMoy;nH20;ntSOL0_HMoy;pMER0;rr1SOL0;rrH20;tH2;tH2_VGrad_2.100;tH2_XGrad;tH2_YGrad;tpwHPA850;ux1H10;vapcSOL0;vx1H10;ech;mois
154843;3;2014-01-01;35281001;7.5;13.7511050923912;0.0;0.0;3.0;5.480339172567589;-146069.161474521;-52035.265295735495;177550.89984926698;3.60000000000276e-12;512.534125355974;88.4145413437015;0.0;0.223440294508134;0.0;7.6025783701018215;1007.2493971124197;0.00532439614437396;0.0;7.6633640441247;0.152350584705345;-0.00042791233018932404;0.0006628420242662151;6.035977821465732;1.97677186094098;11.211731473687902;8.71258736512688;4;janvier
154850;10;2014-01-02;35281001;8.699999809265138;42.7041810858117;0.0;0.0;4.0;4.65043023860689;-200230.91080214;-88192.5036073918;197778.003871143;3.60000000000276e-12;891.2919947965012;87.8033003742848;0.0;1.53649448374602;0.0;2.9430525786816;997.321315237575;0.000781284660775125;0.0;8.48836774562041;0.123582399378613;0.00106229649636849;-0.000600784159959755;5.94876908618574;9.23035177002888;11.7571381481994;3.4569358856333703;4;janvier
154857;17;2014-01-03;35281001;11.3999996185303;76.31455979957191;0.0;0.0;3.0;6.7649261001911;-84473.1838052351;-143402.730943544;247726.96670296695;3.60000000000276e-12;1350.97968997285;87.7229196543045;0.0;7.97319381947506;0.0;8.0;1001.14513509093;-4.33657991152459e-05;0.0;11.8784995849877;-0.186581916041863;0.00057259459502749;0.00012168559665464199;8.73325564294157;8.76593178145616;13.9674355634379;7.35376244879967;4;janvier
154864;24;2014-01-04;35281001;10.3000001907349;0.43220425449541294;0.0;0.0;3.0;8.85208343194223;-267533.366353013;-188772.44234156606;379975.032571942;3.60000000000276e-12;1369.01606789321;85.81743491743408;0.0;0.0237607135261428;0.0;7.91704924077203;1000.17457806916;-0.00027877124443875;0.0;9.43305267175435;-0.171519430117542;0.00025710860215218904;0.00043121135325805;8.09341388547602;2.86491344190746;15.328676452405501;14.8321283652656;4;janvier
154871;31;2014-01-05;35281001;6.099999904632571;0.0;0.0;0.0;4.0;4.848952598025631;-302210.110297263;-51306.1022810346;245789.152085722;3.60000000000276e-12;540.133525426553;85.2548881524523;0.0;0.0;0.0;0.0;1005.97528400421;0.0;0.0;5.185189670480111;0.471797873586867;0.000441989029471496;-0.00045964072307001904;3.38261030966226;8.675052116005201;7.16749709356191;0.161257952364626;4;janvier
154878;38;2014-01-06;35281001;12.5;2.07785419277585;0.0;0.0;3.0;12.1743618472508;-84625.7901450023;-360978.91259518295;492285.34045693296;3.60000000000276e-12;1165.92389323004;86.0526053201738;0.0;7.42079147643592;0.0;7.60291429807449;1001.80902861299;0.121044728775702;0.005659289690642761;12.839319693309696;-0.21333281299644105;0.00033045943655867703;0.00026536354856215096;12.6640929097117;9.74304735662419;22.42042656806;18.183344913036105;4;janvier
154885;45;2014-01-07;35281001;10.6000003814697;44.18278337073179;0.0;0.0;3.0;7.0151819666687;-162489.826890008;-94963.3442831781;220023.56190474398;3.60000000000276e-12;999.818780000406;85.2491408954141;0.0;2.42799861744506;0.0;2.42799861744506;1009.46383179961;0.0;0.0;10.548761711825401;-0.0930474649454744;4.0991373216805796e-05;0.0005200694980238349;6.46477899808053;5.09683700555618;13.112384831078101;10.5075571234136;4;janvier
154892;52;2014-01-08;35281001;7.099999904632571;1.04418670179255;0.0;2.43916871403572e-06;3.0;2.10974545386159;-84678.6050796734;17603.2806866022;25152.029555305402;3.60000000000276e-12;545.652899063501;96.8868507793403;0.0;5.96000241272401;0.411652728278229;6.30736183672651;1017.811959095;0.0;0.0;8.26234998840117;1.41050593045078;0.000623122120084712;0.0018196249080423101;7.33626772314313;0.312706030363193;13.518464833498001;3.4025100439748504;4;janvier
154899;59;2014-01-09;35281001;11.3999996185303;0.0;0.0;0.0;3.0;6.8248885947225;-207863.095802538;-148902.831420883;247354.88680774;3.60000000000276e-12;735.781193737201;87.97982112416142;0.0;0.150242884502421;0.0;5.33481483306974;1010.89171266556;0.0;0.0;11.271566979081301;-0.13930354109129595;0.0009413543476201619;-4.18593948957704e-05;10.2910145507509;9.26512882354543;19.5094304930008;9.25575082576577;4;janvier
154906;66;2014-01-10;35281001;4.099999904632569;1.4645271486661002;0.0;0.000300146428317206;3.0;1.39999257834532;-15412.1504665613;-28884.9009242211;-46091.2554502934;3.60000000000276e-12;130.245187567634;98.1468060555077;0.0;8.0;8.0;8.0;1018.6920064957401;6.620740879270171e-05;8.03484137643799e-06;3.21564324558858;-1.13685524639948;0.00171992498758217;0.000223479025438766;4.85000550842108;0.0765950997736205;9.74820306408764;2.4167471301671;4;janvier
154913;73;2014-01-11;35281001;7.099999904632571;1.36755247927434;0.0;7.5393913573825e-05;4.0;1.22403783363427;-13417.017792873;-2042.0596872791893;-9702.3884534539;3.60000000000276e-12;221.12263547456;99.54462792632091;0.0;8.0;6.926043232167691;8.0;1016.5455479557801;0.0;0.0;6.480011810952308;-0.8464327345393491;-9.4908296273235e-05;-0.000130215214225164;8.46737144982637;0.21263035619539;18.2936823267901;-0.466534778812375;4;janvier
154920;80;2014-01-12;35281001;6.300000190734861;1.3892130367330802;0.0;7.53665635012461e-05;2.0;3.37053354443792;-1798.3314860166001;11065.337308034099;3986.663750589029;3.60000000000276e-12;673.744187449528;99.61727084109172;0.0;8.0;6.608923570467111;8.0;1020.9709889061701;0.0113280906317072;0.0027306250722676398;5.95805912692119;-0.45176611215278;-0.000161613748657043;-0.00141549350321586;5.8900587095564605;-5.14483309818491;10.794026404619201;2.27315217586679;4;janvier
154927;87;2014-01-13;35281001;5.900000095367429;108.389838490499;0.0;7.604987389796191e-07;3.0;3.0532830790014795;-77459.46888880519;-878.2178318199519;44314.2395493081;3.60000000000276e-12;400.636603566706;95.27813921358192;0.0;3.15222078214873;0.115239556626476;3.41322690748036;1014.39365112305;0.32739622539580104;0.00164439388264035;7.28751879916046;0.464780450839055;0.00114396866847861;0.000126908133686507;5.60005361500101;0.344216873077798;12.144438907504101;5.538573450648742;4;janvier
154934;94;2014-01-14;35281001;2.2000000476837203;0.0;0.0;3.20940026513057e-07;4.0;1.86502329525329;-280867.227579072;9544.89242216926;34202.7460610857;3.60000000000276e-12;214.926886167078;94.704950859283;0.0;0.9544892896255592;0.0253246211521514;0.96934839201459;1005.92385634751;0.000136720016598702;0.0;2.488041224598529;0.401238395337264;0.00155089969720454;0.00135197352359435;3.4540068791562795;3.9862830582942097;8.991694689046199;0.860086627734298;4;janvier
154941;101;2014-01-15;35281001;8.89999961853027;5.79144777591845;0.0;8.47199703771225e-06;3.0;3.39435713586229;1435.64839646969;7360.82942776395;38523.8173705638;3.60000000000276e-12;771.6964568366119;98.2048873807518;0.0;8.0;1.32437694801421;8.0;1007.75602783828;0.007495920479073321;2.90120562816695e-05;8.75365305845083;-0.200214200425757;0.000791478775446682;-0.000323406930130688;10.1453845633811;1.37420069339078;17.8114607719872;6.80660000551847;4;janvier
154948;108;2014-01-16;35281001;8.39999961853027;138.460361709462;0.0;0.0;3.0;4.215881696834891;-137953.26983866902;-14628.5196676103;89574.4305975144;3.60000000000276e-12;539.466606180794;93.1903355987252;0.0;0.414262345516548;0.0;8.0;997.120174280696;0.00018008581571394699;0.0;9.248090209182813;-0.125169814162522;0.0011867416342448;4.21096037964176e-05;6.06699008589806;1.6480062324554097;13.178217689030099;6.998189440781991;4;janvier
154955;115;2014-01-17;35281001;6.699999809265139;54.80015026167521;0.0;4.5703472055512e-08;3.0;5.09232714810544;-165703.210637838;23337.18605353;126738.658742845;3.60000000000276e-12;1712.38883446931;93.38561817745692;0.0;7.664367924098752;0.00165518521981754;8.0;995.101572278447;3.21865081781558e-06;0.0;6.42817086402056;-0.156281772655233;0.00072751602597175;1.99094434566852e-05;7.09870183074656;-3.1597996459449704;12.4245318325866;7.57882100401003;4;janvier
154962;122;2014-01-18;35281001;7.199999809265139;181.53559010424;0.0;0.0;2.0;2.8103044725240296;-56071.8475464294;-59794.4952229254;62472.3936408312;3.60000000000276e-12;346.9969440066111;91.5050372827281;0.0;5.4825597806167305;0.0;6.74171366722443;992.9622853088381;0.8266371542083522;0.00464411805824844;7.08126400592289;-0.335926801950555;0.00119702591591739;0.000455589838018917;8.78044291155094;0.160115015010686;15.636978297678098;8.338441072480249;4;janvier
154969;129;2014-01-19;35281001;2.0;0.0;0.0;2.04548856304684e-06;4.0;2.00109269735845;-245683.496126615;14999.6752929688;18362.0657538476;3.60000000000276e-12;47.735355184238;96.79526224648501;0.0;4.802861456806791;0.437808111238392;5.01161866475063;994.463298543241;0.0;0.0;1.9096708832402096;1.7195395362193702;0.00188594988763827;0.000436768855871838;4.91769099355645;2.9411177938136697;10.0922534912825;0.25681598395458705;4;janvier
154976;136;2014-01-20;35281001;0.8000000119209291;2.48927039057527;0.0;0.000310897321604737;3.0;1.0161856536338398;-19349.911385118998;-17842.7153793871;-45635.142369091394;3.60000000000276e-12;178.503931311861;97.1936481071065;0.0;8.0;8.0;8.0;1006.11563924164;0.00725366610311088;0.0005276977503854112;0.935493563665085;-1.31163447438098;0.00188127844382513;0.00084156733380771;4.05343469327511;0.545669188473977;9.32605871558189;1.97258742676308;4;janvier
