;Unnamed: 0;date;insee;tH2_obs;capeinsSOL0;ciwcH20;clwcH20;ddH10_rose4;ffH10;flir1SOL0;fllat1SOL0;flsen1SOL0;flvis1SOL0;hcoulimSOL0;huH2;iwcSOL0;nbSOL0_HMoy;nH20;ntSOL0_HMoy;pMER0;rr1SOL0;rrH20;tH2;tH2_VGrad_2.100;tH2_XGrad;tH2_YGrad;tpwHPA850;ux1H10;vapcSOL0;vx1H10;ech;mois
177801;1;2014-01-01;31069001;2.0;0.0;0.0;0.0;3.0;2.63611246883143;-193103.37353431399;16113.1447745487;44583.803910628;28904.1031125509;278.474194430812;80.65109258370279;0.0;0.0;0.0;5.458217754862161;1016.7394506149001;0.0;0.0;4.549312784516419;1.22006130577284;0.00195747311683223;-0.00121409724778023;8.179585468774231;-1.90935583274557;13.014229607592402;3.35035962855892;8;janvier
177808;8;2014-01-02;31069001;8.80000019073486;6.441294815992451;0.0;4.03890676979637e-09;3.0;2.43864387272062;-14288.010940194199;-545.405273437515;-9947.01944740116;5675.660180737739;57.0702697808992;90.8180602324025;0.0;8.0;0.0;8.0;1011.85836207196;0.10504293293917;0.00528237400013431;8.8619422451253;0.582736252065844;0.00296625082601504;0.000584288349427333;10.7254286766052;0.6774270608507371;18.0012220263584;3.4023977039741404;8;janvier
177815;15;2014-01-03;31069001;10.8000001907349;8.44572484022591;0.0;0.0;3.0;4.64202196462;-27997.9086653926;-35948.1264665277;72025.8075030298;11510.515066349399;752.1990795370482;89.7977423466589;0.0;6.76092647883435;0.0;7.9953748813042305;1014.74763484955;0.10222233048415197;7.56988924877078e-05;11.040857899679699;-0.594229868565662;0.00045359111524359406;0.00011342011309418401;12.889730206131999;-2.7831245206322204;24.8919875175275;7.04504749045674;8;janvier
177822;22;2014-01-04;31069001;11.5;3.6864637963936095;0.0;0.0;3.0;7.1610429807557;-114141.071606614;-183532.700555966;270185.150264681;13331.808929390701;1312.39377856045;66.69902514603079;0.0;0.00163315118368587;0.0;8.0;1006.60781937793;0.000769050427038633;0.0;12.5726906838609;1.23398912225238;0.00259721283704425;-0.00067880775811207;8.31520028716534;-3.7666870752760295;12.5399442107205;11.5500136144857;8;janvier
177829;29;2014-01-05;31069001;6.699999809265139;4.43234949738778;0.0;0.0;4.0;1.64005338336672;-118467.789128419;-57961.026729524005;70026.4116965234;21124.284938028402;172.33962693247295;84.09185944372321;0.0;6.5277872080045;0.0;7.83461049252251;1016.8160519409199;0.0252385962677405;0.0;6.05764827191962;-0.466195995212901;0.000829202283365495;-0.000788362590877177;6.900464266482119;8.13815234578504;15.264925473949;4.04544534856775;8;janvier
177836;36;2014-01-06;31069001;11.6000003814697;0.0;0.0;0.0;2.0;3.26967496277453;-150884.81232379802;20379.0828131736;41629.5704098198;26546.0030516526;309.9074901575881;78.88027539824579;0.0;0.00136588593206462;0.0;8.0;1014.09992302701;0.0;0.0;8.95139666535608;1.3927175516622;0.00415911379759502;-0.0024507679835099397;13.296179604535501;-3.6674712746898894;19.5065113246646;3.0951537648883902;8;janvier
177843;43;2014-01-07;31069001;11.8999996185303;0.0;0.0;0.0;3.0;6.09897705440895;-216908.64738963198;-10657.5642416479;177663.982733026;26135.313061481298;543.381406543995;87.8914480141769;0.0;4.3706959447927005;0.0;7.8336472209359505;1018.26177330397;0.0;0.0;10.615040799492402;-0.378147101001504;0.000798577624312488;-1.23880794492704e-05;11.943006274109301;-6.68575232769269;20.415997591625;7.56378217543249;8;janvier
177850;50;2014-01-08;31069001;11.6000003814697;0.0;0.0;0.0;2.0;6.325640001968418;-205448.65817921606;-21433.6727374049;149619.015019193;26916.4563751747;542.488863779512;84.72451372409701;0.0;1.88147943508866;0.0;7.98870309005828;1022.2249384421899;0.0;0.0;10.966417652102;-0.501884534709037;0.00084345359778778;0.000155252639411004;12.062694785004101;-8.32396484625367;21.080968275666198;6.83105338661835;8;janvier
177857;57;2014-01-09;31069001;10.8999996185303;0.0;0.0;0.0;3.0;6.340729959820441;-245578.70051202198;8990.70195379843;164909.19686456;28329.6014099121;468.36486638777;88.88195366692602;0.0;2.46959986832454;0.0;7.9999408044758615;1019.95249466703;0.0;0.0;10.3259488497187;-0.474462995382739;0.000791866037199198;-0.000181442994267126;9.88019119945068;-6.45291441022966;12.8614821940969;8.640035960829719;8;janvier
177864;64;2014-01-10;31069001;4.8000001907348615;0.207681918164782;0.0;2.28390274814667e-06;2.0;1.2599118909363998;22871.935162227597;865.021828781846;-18559.7073600813;13013.349918591799;342.232394721592;93.3914517824665;0.0;7.999934222006449;0.33201879856198496;7.999934222006449;1019.38097470474;0.0;0.0;7.01832412292096;-0.18384057707704;0.00443587900470484;-0.0036277044031907202;10.0835721403361;-1.68050536832806;15.0710630059448;-0.31975832050344;8;janvier
