;Unnamed: 0;date;insee;tH2_obs;capeinsSOL0;ciwcH20;clwcH20;ddH10_rose4;ffH10;flir1SOL0;fllat1SOL0;flsen1SOL0;flvis1SOL0;hcoulimSOL0;huH2;iwcSOL0;nbSOL0_HMoy;nH20;ntSOL0_HMoy;pMER0;rr1SOL0;rrH20;tH2;tH2_VGrad_2.100;tH2_XGrad;tH2_YGrad;tpwHPA850;ux1H10;vapcSOL0;vx1H10;ech;mois
123959;3;2014-01-01;35281001;8.199999809265138;156.32984318796002;0.0;0.0;3.0;4.8600364768107;-192256.22299265602;3328.35162782641;141864.000271081;0.0;1141.68111997066;89.901081537413;0.0;2.95957812017833;0.0;6.96339371338326;998.550511341095;0.0;0.0;7.638912568334839;0.7560127935369019;0.000870480236372559;-0.00029913516466779504;6.77393981421176;4.65055656245591;13.1267777481007;5.964660521204211;29;janvier
123966;10;2014-01-02;35281001;11.6999998092651;122.339079995516;0.0;0.0;3.0;7.209601397990968;-38607.9098116757;-137698.895393491;189762.726431847;0.0;1245.73277618811;89.34867689573841;0.0;7.9904289979201115;0.0;8.0;1001.7797691470199;0.00188324356258804;0.0;11.8193631104826;-0.34230350178473;0.00038721247343559103;0.00020609314494630801;7.89911845140033;7.49674656697518;14.830698722929801;8.92157352763707;29;janvier
123973;17;2014-01-03;35281001;9.89999961853027;0.0;0.0;0.0;3.0;10.3727843437876;-302175.746253788;-159983.144573689;403951.1599276071;0.0;735.131664322368;79.94488157302871;0.0;0.0;0.0;4.16198362070973;1001.1460723433;0.000154190375951693;0.0;9.77859236885456;-0.124185253738348;0.000515373102631951;0.000400523020837741;7.4190120457357;0.751732063619803;11.118871798034899;16.9957849852629;29;janvier
123980;24;2014-01-04;35281001;5.400000095367429;24.774171579142;0.0;0.0;3.0;3.38517444650296;-207820.696761012;43074.750672817005;110254.450499058;0.0;144.566809836833;92.5215027885791;0.0;2.4091569688601897;0.0;7.94209820775602;1006.05425740571;0.0;0.0;4.36634287333312;3.33840452122147;0.00310454934337917;-0.00135676388653666;6.185497441349652;2.31898550205165;12.4526083721066;5.2151466682055405;29;janvier
123987;31;2014-01-05;35281001;12.1999998092651;4.73191470156956;0.0;0.0;3.0;11.259175965957999;-18174.385262072;-240215.238117933;318195.53886652;0.0;1331.66043181246;90.381101682707;0.0;8.0;0.0;8.0;1001.29746690093;0.806848005083345;0.0402407378518633;12.2929141698113;-0.37212790204307705;0.0006365380244280599;-1.0218843564776899e-05;12.438594816874303;6.61546884844099;20.186794003266197;17.2308562099497;29;janvier
123994;38;2014-01-06;35281001;11.0;84.4324662183021;0.0;0.0;3.0;6.29743070101183;-161067.00752997698;-81738.0822370043;192410.654117228;0.0;917.255948957373;87.6568973691075;0.0;3.9340085526312296;0.0;3.9340085526312296;1009.1585028901601;0.0;0.0;10.4796016379699;-0.33527984249917403;0.00108476257336115;0.000807085832448969;5.93969793969575;5.9878311039363;13.4435310461449;10.6459361323496;29;janvier
124001;45;2014-01-07;35281001;6.0;0.0616761503806771;0.0;0.0;3.0;3.22123174785009;-101813.206575632;10903.2848198416;54665.812212587;0.0;224.57465673249598;93.4336551324535;0.0;4.70639663040714;0.0;6.8191714013026905;1016.64493815751;0.0;0.0;7.78754266821046;0.4525462571332329;0.000554130683484662;-0.00155937365258351;8.25103452640235;-1.5621965017894297;15.9369291758358;4.670414742038781;29;janvier
124008;52;2014-01-08;35281001;11.0;9.856290444084161;0.0;0.0;3.0;6.6613419265952505;-9623.694167733149;-50077.0425506825;86083.4286292788;0.0;995.0903488561148;92.3762458929851;0.0;7.1713055321068895;0.0;8.0;1010.7605858102401;0.0368313317912908;0.00117706204329739;11.906237389965902;-0.586979508555718;7.418154032639391e-05;4.7159181104897714e-05;11.7326140288675;7.396775274596631;22.894939024910894;8.14549456274518;29;janvier
124015;59;2014-01-09;35281001;3.79999995231628;0.194718053608087;0.0;0.000379932837820385;3.0;1.58191178244551;-29912.8835343104;9219.63117945167;470.17709422061205;0.0;79.6022835686889;99.43832647302419;0.0;7.8876561272073795;8.0;7.88978870098408;1017.69627760575;0.000154190375951693;0.000261856485177576;1.30282336841505;2.80703130153866;-0.00167274267929981;-0.00115562432022463;4.02016680281997;-0.968579399545866;9.709693580865858;2.47765173670232;29;janvier
124022;66;2014-01-10;35281001;6.800000190734861;2.7909903765766697;0.0;6.25255195907151e-05;2.0;1.80210507697992;-6542.82308214917;443.267249882201;-5843.150870740439;0.0;145.511173332417;99.64504264870159;0.0;8.0;6.65085257793936;8.0;1017.2434559471899;0.0010004701609886196;2.13274324607061e-05;6.82325905475045;-0.7612284505179359;7.89837529574933e-05;0.00027124946000573;7.86058130516959;-2.7281738003736096;17.1204873916995;0.563660987400679;29;janvier
124029;73;2014-01-11;35281001;6.599999904632571;0.8512942717225191;0.0;4.70091889796801e-07;3.0;4.24560421572657;-12866.9441595674;-36977.7859482766;45311.391568899104;0.0;516.67895460205;94.334294916213;0.0;7.99257693837368;0.0489504843246218;7.99516060011384;1020.65797187164;0.0122787151485683;0.0;7.41670376619197;-0.7554338023278441;0.000132598965244372;0.00012306624411803302;6.933221803191942;-7.3192026706468605;11.0927274178303;5.53670248301409;29;janvier
124036;80;2014-01-12;35281001;5.599999904632571;187.351770005647;0.0;4.4309330839847013e-08;3.0;4.04011105421885;-273425.44708108896;43986.2843397259;127089.859678745;0.0;207.60148189298198;93.22098260319041;0.0;2.45290600527843;0.00286396663716446;2.45290600527843;1014.47233520508;0.0;0.0;5.91905360474414;1.42718851611789;0.00311523645376721;-0.000252409449667109;5.792757703488518;1.34218000819942;10.1909270833767;5.9929368324565;29;janvier
124043;87;2014-01-13;35281001;1.39999997615814;26.177342244813104;0.0;0.0;4.0;3.64400358529425;-280529.949362457;34041.3223146199;121532.881803273;0.0;162.484207435598;91.7442555170109;0.0;0.00388108977430463;0.0;0.00388108977430463;1006.37245903015;-4.78153219772447e-05;0.0;2.7013244017647304;1.10170968111766;-0.000203433642328848;0.00019392948500319298;2.31158268070942;6.67755056850387;7.7658347194410595;-1.82217088798349;29;janvier
124050;94;2014-01-14;35281001;9.19999980926514;2.73505741148624;0.0;1.1884776336502198e-05;3.0;4.05000630591834;-2039.48924964658;29548.8535156251;39120.1715385913;0.0;595.694225433284;98.6692795591868;0.0;7.996742303786019;1.97945479776728;8.0;1008.6714734014901;1.02004799381348;0.0909901709915189;8.2899545298684;-0.0988864906967173;0.0008286370411790692;-0.000266683494623978;10.902534880571404;1.1098323792816698;23.0516610792947;6.79385791690924;29;janvier
