;Unnamed: 0;date;insee;tH2_obs;capeinsSOL0;ciwcH20;clwcH20;ddH10_rose4;ffH10;flir1SOL0;fllat1SOL0;flsen1SOL0;flvis1SOL0;hcoulimSOL0;huH2;iwcSOL0;nbSOL0_HMoy;nH20;ntSOL0_HMoy;pMER0;rr1SOL0;rrH20;tH2;tH2_VGrad_2.100;tH2_XGrad;tH2_YGrad;tpwHPA850;ux1H10;vapcSOL0;vx1H10;ech;mois
40607;0;2014-01-01;6088001;8.39999961853027;5.64993672960555;0.0;0.0;2.0;3.67599236380506;-273768.409422876;-146741.250599619;-43505.653239964304;147051.486880303;342.838415291978;72.4735119623175;0.0;6.19805726085508;0.0;6.79882615768507;1017.78626747131;7.287280823211618e-06;0.000323619013461965;12.021394255076;-1.27527443189137;0.000773941132154857;-0.00160897168733832;8.951345447234079;-5.07984081846003;15.8082922763715;0.7444243480376229;16;janvier
40614;7;2014-01-02;6088001;9.89999961853027;10.1497733214999;0.0;0.0;2.0;4.76142137871892;-89332.22763180721;-136194.520003078;-47066.714753148604;75755.3769757753;284.57731292816004;89.32823987533008;0.0;7.72103072928896;0.0;7.7320218568222785;1014.50530967712;-0.000670345916660193;0.0;11.8685028504002;-1.3213778376612;0.00042715564835289;-0.00279182063600583;10.470134933557;-6.64064114030038;19.4623910139635;-1.32988106211724;16;janvier
40621;14;2014-01-03;6088001;10.3999996185303;3.62980675772994;0.0;0.0;2.0;3.65276954862464;-297352.687909007;-134232.603861807;-32749.007491110697;160361.188396215;347.817847786121;80.3693709562836;0.0;3.50135354643561;0.0;6.66969874057093;1019.41999229431;-0.00033517295833009704;0.0;12.5284533333776;-1.21177046873345;0.000537382892954705;-0.0019750988307352607;11.480044965710098;-5.2725322051646515;23.3617817917329;-0.250551403873023;16;janvier
40628;21;2014-01-04;6088001;14.3999996185303;190.53523554359;0.0;0.0;3.0;11.901903523840597;-32487.731778024903;-94927.88416814641;7783.235866549241;27101.0549285407;1214.88035432599;91.2391361575985;0.0;7.84866479715331;0.0;8.0;1007.76497899269;0.0371826669743328;2.72759213132428e-05;14.232174609653699;-1.06539699115365;0.000553671925235192;-0.00167059909393873;11.554916745769901;5.00599991823311;21.5640637825563;15.5600864587486;16;janvier
40635;28;2014-01-05;6088001;13.3999996185303;0.468595193407871;0.0;0.0;2.0;3.21028007438908;-375978.296192049;-202250.605126855;-5435.14784002207;181759.513074398;233.408983140019;55.847943997955;0.0;0.0;0.0;0.0;1007.5412316364999;0.00182926137677002;0.0;13.6375432711771;-0.934354582557708;0.000266140569821336;-0.00134176636791789;8.201637879535719;-5.10673700370536;12.2700435196675;-0.978819468125014;16;janvier
40642;35;2014-01-06;6088001;13.1999998092651;2.70122524505139;0.0;0.0;3.0;0.897736213624928;-343956.723231077;-55115.8246905799;-14627.2176003459;187641.959501505;210.04817934159402;77.2120357704139;0.0;0.6528099711830101;0.0;7.12442049080611;1020.75781738281;0.0;0.0;13.563782995330401;-1.16780705355859;0.00042719449271073396;-0.000793293361387354;7.61697637106192;-0.460529307554656;17.0040384822132;1.92895062739446;16;janvier
40649;42;2014-01-07;6088001;12.5;12.0787092707615;0.0;0.0;3.0;1.31394960458971;-292746.615803008;-46234.9259192929;-19398.8664972785;187478.76953125;230.023752625916;82.769072168044;0.0;4.30971261006595;0.0;7.89765903618657;1024.71733315681;0.0;0.0;13.4662023738516;-1.2374735072744498;0.000365912967911596;-0.00106690419832215;9.827068409323713;-1.63695536224532;19.541512564705;1.60911757113804;16;janvier
40656;49;2014-01-08;6088001;12.0;20.6522643159991;0.0;0.0;3.0;2.17426273232218;-92970.79255056061;-72626.0348575118;-22028.854020357598;140105.225736378;182.60058721940499;84.12138144566659;0.0;5.7877025166616285;0.0;7.999735033292168;1026.460625;-0.00033517295833009704;0.0;13.582775871284499;-1.25419267775488;0.000310717080320359;-0.00016400403639382;6.697047175379;-0.26778329526860994;16.0782231299309;3.3851436920986098;16;janvier
40663;56;2014-01-09;6088001;13.3000001907349;2.28612265028644;0.0;0.0;3.0;4.27173702030591;-344169.837925671;-96013.9789071056;-38707.6042737952;208466.937281608;209.778706337326;88.11930737513191;0.0;4.52258376053089;0.0;6.0341192658611;1020.90654740547;8.19693150332479e-06;0.0;12.595418128836696;-1.26878067844791;0.000435481647190544;-0.000263677274018929;7.83910659639662;3.1650184140489306;12.956177346503;5.36479565688295;16;janvier
40670;63;2014-01-10;6088001;12.3999996185303;7.42451358697162;0.0;0.0;2.0;1.8732964455393504;-326258.120444775;-63119.893159150895;-29816.0290660866;214882.119359016;485.044613247738;83.17637598791092;0.0;2.35842849005676;0.0;7.89936765474295;1019.76602609634;0.0;0.0;12.595905068613;-1.27098177908648;0.0008979524246617981;-0.00112806228831641;10.2914693792096;-2.9283311843856;16.3612800969859;-0.0326366388562945;16;janvier
40677;70;2014-01-11;6088001;14.1000003814697;16.124000095748;0.0;0.0;2.0;4.89503374029217;-174788.572520135;-93277.22454142381;-22034.471781611803;170837.542486667;811.392398284544;81.5947179934539;0.0;6.194886341537418;0.0;8.0;1020.94257600784;0.000312497839331627;0.0;13.4728635585967;-1.21167441304261;0.000126747800146848;-0.000202695523236718;8.64564193067201;-6.973383416543549;18.639003278585697;0.111235949438661;16;janvier
40684;77;2014-01-12;6088001;13.3999996185303;11.616075235594199;0.0;0.0;3.0;1.64364169947979;-227648.134710077;-56111.0759885308;-22866.0311448584;199289.539717675;612.505692574903;78.7366220508232;0.0;3.2176559824857;0.0;4.07867289368085;1021.8815673828101;0.0;0.0;13.408981782423;-1.27934163515694;0.000425968764204883;0.000214237122938247;9.30994049100048;0.0266131995804354;20.0277276750858;2.78769613158784;16;janvier
40691;84;2014-01-13;6088001;11.5;39.9895207816737;0.0;0.0;3.0;1.5810198123184198;-90770.6814448825;-66597.0653617368;-27802.8934845929;96829.6023886197;137.343268286787;80.5252725402268;0.0;6.72819542997625;0.0;7.99892502282498;1014.90360877991;0.0;0.0;12.470249447495599;-1.34346904413089;-9.2108025701318e-05;0.000617681925834318;9.23719744401899;1.2747086330009298;20.4187789783828;3.09744245730325;16;janvier
40698;91;2014-01-14;6088001;12.3999996185303;230.273677790177;0.0;0.0;2.0;2.00164935596845;-375372.357456922;-105422.748782395;-36248.8708629611;248699.153021574;193.18322456430198;78.3025987410853;0.0;0.501265270470171;0.0;0.501265270470171;1005.20609233856;0.0;0.0;11.7921358404425;-1.30542800299646;0.000156195186043162;-0.000614624482454982;6.5408089055796514;-2.8884609474753304;12.4590128744458;-1.3131141847052;16;janvier
40705;98;2014-01-15;6088001;12.8000001907349;6.8961697088818585;0.0;0.0;3.0;1.313438733642;-384620.861282825;-75685.6431879991;-28433.7427148826;266468.400528669;410.22710591310204;71.92770984686369;0.0;0.0;0.0;6.972777335684791;1013.0171734354401;0.0;0.0;12.5487260751085;-1.3215874239868;0.0006559660074858638;-0.000752555656555482;5.60628983062782;-1.20617172595124;13.9602516482774;1.91277845768944;16;janvier
