;Unnamed: 0;date;insee;tH2_obs;capeinsSOL0;ciwcH20;clwcH20;ddH10_rose4;ffH10;flir1SOL0;fllat1SOL0;flsen1SOL0;flvis1SOL0;hcoulimSOL0;huH2;iwcSOL0;nbSOL0_HMoy;nH20;ntSOL0_HMoy;pMER0;rr1SOL0;rrH20;tH2;tH2_VGrad_2.100;tH2_XGrad;tH2_YGrad;tpwHPA850;ux1H10;vapcSOL0;vx1H10;ech;mois
75051;4;2014-01-01;59343001;9.10000038146973;1.4303042137216395;0.0;0.0;3.0;13.062229769344402;-25058.261796832;-232947.700234888;303879.698594628;0.0;1261.92434606547;87.14901325817259;0.0;7.9971671337770704;0.0;8.0;995.3816251373288;0.632538527697077;0.047895327497733;8.67212025709433;-0.359472568703836;-0.00021917864044940601;-0.00027636727038921803;9.92945389956287;-1.78359805069031;20.3419474077218;19.8995178871597;21;janvier
75058;11;2014-01-02;59343001;8.10000038146973;0.0676588612850649;0.0;0.0;3.0;7.52317433035341;-215669.626972645;28909.2152341605;173046.501875579;0.0;617.452634915855;91.38475666929241;0.0;7.79783364603495;0.0;7.79783364603495;1004.4427506256097;3.90635429994401e-05;0.0;6.7162901970742785;-0.129052327572481;4.93155485519232e-05;-0.000215521771695402;6.50688491612675;1.9361780566701;13.630990833639801;10.7988453640818;21;janvier
75065;18;2014-01-03;59343001;8.0;4.6893434476713205;0.0;0.0;3.0;10.263096947415098;-272148.100078404;-139854.441523908;374155.88793063;0.0;914.0475698377852;81.8971479651668;0.0;0.0;0.0;0.05457048946734;1006.7579512413;-0.000175792649429291;0.0;6.76695229582304;-0.0107318913163104;-0.000406075879056397;0.0008665398781773348;5.50065383136291;9.312948734463859;8.86224985420539;13.1458082088062;21;janvier
75072;25;2014-01-04;59343001;7.800000190734861;5.78746187700008;0.0;0.0;4.0;3.7503445943616;-89121.2683399617;-67195.1382033807;32456.217734933998;0.0;774.7318161308182;89.74726150714291;0.0;3.72274506010135;0.0;8.0;997.8594256584172;0.0436713692547505;0.0;6.543683954438291;-0.268281971175843;-0.00045782253799647293;-0.000474487097018321;5.2576856818797095;7.579204941830421;12.8463045489798;3.31309175539585;21;janvier
75079;32;2014-01-05;59343001;7.900000095367429;0.0;0.0;0.0;3.0;10.5947466533776;-14483.4541796445;-75619.8379302024;151056.581602335;0.0;1210.85739090918;90.55200389214451;0.0;8.0;0.0;8.0;1004.27147537079;0.0475391070547177;0.0;7.022520784884598;-0.354208783654598;-0.000682659049759212;-0.00038818564964519797;12.629932260513304;-0.8914351983461299;18.4452753674977;15.474280746577199;21;janvier
75086;39;2014-01-06;59343001;10.6000003814697;22.852480552217397;0.0;0.0;3.0;9.80394792303111;-282559.599160135;-87942.8257424219;345676.993516503;0.0;1720.4153117754902;81.49755941833979;0.0;1.03840807917667;0.0;1.03840807917667;1004.53790081177;0.0;0.0;10.3746095288523;0.14313522510554;-0.00027283112170657;0.000419366305219816;8.00738251864879;8.545007680504;12.3685823094838;11.731833107097303;21;janvier
75093;46;2014-01-07;59343001;9.60000038146973;55.9353426610979;0.0;0.0;3.0;7.33189115524434;-150030.210370868;-17917.5006837542;154120.072832525;0.0;1064.5868433468402;90.77304164716742;0.0;2.77836746224285;0.0;7.9219684036525795;1013.4870001220697;0.0;0.0;10.0287216740096;-0.254648353380674;-8.87796217841109e-05;-9.11917011238975e-05;7.517147926092662;4.9700396889433085;16.580704525708803;9.607849809826712;21;janvier
75100;53;2014-01-08;59343001;9.69999980926514;0.0;0.0;0.0;3.0;2.95734984831437;-224414.63646471399;20950.3955078125;56054.2762896417;0.0;74.31373634794029;93.9134716882942;0.0;0.6703564018039921;0.0;8.0;1017.4381754295399;0.0;0.0;8.00609345730112;1.8000975454257802;2.83443753907662e-05;0.0007387756776200442;8.52387885600332;0.6006823684968979;16.4706403911114;5.23706172459002;21;janvier
75107;60;2014-01-09;59343001;5.900000095367429;0.873984121386002;0.0;0.0;4.0;4.19427516058781;-276754.150625139;20960.8770702479;113808.16601616099;0.0;217.99409539656503;89.83630475090608;0.0;0.20854255504079;0.0;0.20854255504079;1014.33792541428;3.90605628695057e-05;0.0;4.90836946468318;0.9388967802067908;-0.000109576999630049;0.000464580306297125;3.1734375417232696;5.9238709978716315;8.87986531734533;2.51132123418222;21;janvier
75114;67;2014-01-10;59343001;5.1999998092651385;0.24281224251808495;0.0;0.0;3.0;5.350660581316929;-24984.3769726458;-42774.57730486991;38036.4171488883;0.0;524.77881700029;91.97792647628508;0.0;7.99966717119048;0.0;8.0;1017.88052538834;0.0;0.0;5.16666115190742;-0.732304532191051;-0.000155989129220658;-9.07617229975383e-05;5.33545807659595;1.31401126920821;11.27818472743;7.727667543738232;21;janvier
