;Unnamed: 0;date;insee;tH2_obs;capeinsSOL0;ciwcH20;clwcH20;ddH10_rose4;ffH10;flir1SOL0;fllat1SOL0;flsen1SOL0;flvis1SOL0;hcoulimSOL0;huH2;iwcSOL0;nbSOL0_HMoy;nH20;ntSOL0_HMoy;pMER0;rr1SOL0;rrH20;tH2;tH2_VGrad_2.100;tH2_XGrad;tH2_YGrad;tpwHPA850;ux1H10;vapcSOL0;vx1H10;ech;mois
150571;1;2015-04-01;31069001;11.1999998092651;;;;;;;;;;;;;;;;;;;;;;;;;;;35;avril
150578;8;2015-04-02;31069001;14.6999998092651;;;;;;;;;;;;;;;;;;;;;;;;;;;35;avril
150585;15;2015-04-03;31069001;11.3999996185303;;;;;;;;;;;;;;;;;;;;;;;;;;;35;avril
150592;22;2015-04-04;31069001;10.5;;;;;;;;;;;;;;;;;;;;;;;;;;;35;avril
150599;29;2015-04-05;31069001;12.8000001907349;;;;;;;;;;;;;;;;;;;;;;;;;;;35;avril
150606;36;2015-04-06;31069001;15.3999996185303;;;;;;;;;;;;;;;;;;;;;;;;;;;35;avril
150613;43;2015-04-07;31069001;16.2000007629395;;;;;;;;;;;;;;;;;;;;;;;;;;;35;avril
150620;50;2015-04-08;31069001;16.8999996185303;;;;;;;;;;;;;;;;;;;;;;;;;;;35;avril
150627;57;2015-04-09;31069001;16.3999996185303;;;;;;;;;;;;;;;;;;;;;;;;;;;35;avril
150634;64;2015-04-10;31069001;15.6999998092651;;;;;;;;;;;;;;;;;;;;;;;;;;;35;avril
150641;71;2015-04-11;31069001;20.2000007629395;;;;;;;;;;;;;;;;;;;;;;;;;;;35;avril
150648;78;2015-04-12;31069001;22.399999618530305;;;;;;;;;;;;;;;;;;;;;;;;;;;35;avril
150655;85;2015-04-13;31069001;25.2000007629395;;;;;;;;;;;;;;;;;;;;;;;;;;;35;avril
150662;92;2015-04-14;31069001;21.7000007629395;;;;;;;;;;;;;;;;;;;;;;;;;;;35;avril
150669;99;2015-04-15;31069001;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;;35;avril
150676;106;2015-04-16;31069001;16.7000007629395;;;;;;;;;;;;;;;;;;;;;;;;;;;35;avril
150683;113;2015-04-17;31069001;19.2999992370605;;;;;;;;;;;;;;;;;;;;;;;;;;;35;avril
150690;120;2015-04-18;31069001;13.3000001907349;;;;;;;;;;;;;;;;;;;;;;;;;;;35;avril
150697;127;2015-04-19;31069001;16.0;171.333508515205;;0.0;1.0;1.46526077858643;-620963.5565773239;-703852.597316803;-657605.8234832879;2532885.9718878;885.989090144812;51.9580212858146;0.0;1.28083325150109;0.0;1.28083325150109;1022.91564623449;0.0;0.0;19.4772125261947;-4.79187154333416;0.0007715347504822018;-0.00107074636279989;;-1.90210032550429;14.4321305184426;-4.07094942929416;35;avril
150704;134;2015-04-20;31069001;20.2000007629395;129.98801956449;0.0;0.0;2.0;2.59860306184678;-613431.27297145;-819703.816405566;-665996.877731681;2575155.42657328;667.906337321792;41.1528344269002;0.0;0.0;0.0;0.0;1024.2101803207402;0.0;0.0;22.703145693343;-4.45130429722902;0.00160814043742211;-0.00105271288930833;10.311835108723098;-4.94414163926558;11.2976886151268;-2.63764794380496;35;avril
150711;141;2015-04-21;31069001;19.0;70.9173567568062;0.0;0.0;3.0;5.7547442123855985;-514687.76873451396;-823095.1628636741;-816277.2614305009;2562492.20625943;577.542879054628;46.9750470303894;0.0;0.0;0.0;1.0191898763479;1019.27880739022;0.0;0.0;21.7990831488553;-4.14659837142935;0.00116389252375311;0.000306118068220752;10.4363244564009;-6.308358026331919;15.1837754129233;8.12511722472208;35;avril
150718;148;2015-04-22;31069001;16.3999996185303;205.524203355979;0.0;0.0;4.0;3.3814324952889003;-99011.04036132972;-397909.68779835204;-208816.49455684397;842776.141802938;775.201687250311;78.0978158689265;0.0;7.737770804992089;0.0;7.850319434905192;1020.40289296534;0.00290370993701567;0.00392102938537302;16.4914581142855;-2.03256770025302;0.000428261653066289;-0.000942787889435508;12.4831651911037;5.796481552915338;23.998893362139807;-0.5868958930209109;35;avril
150725;155;2015-04-23;31069001;18.7000007629395;122.01051089082;0.0;0.0;2.0;1.5035237653081;-565554.549613758;-706753.4459496159;-644374.154451102;2482623.03184739;724.6753816448401;51.39054768840771;0.0;0.0;0.0;7.99775397354329;1015.19808835793;0.0;0.0;22.044361324334893;-4.56003181469228;0.00118569477089144;-0.0011427978748090699;7.36950822616961;-4.35291192263367;16.1645678758005;-0.15012366060544;35;avril
150732;162;2015-04-24;31069001;19.8999996185303;738.537417197079;0.0;0.0;4.0;1.35984024492064;-245603.02992793894;-689078.5471800871;-294722.363479257;1378145.5838463001;2804.80409347052;69.688265519602;0.0;6.6664623807523;0.0;7.97225459849633;1013.09973015789;-2.39662838907883e-05;0.0;20.146700969073894;-2.73681594425499;0.00133097407742032;-0.000201938818987833;13.0791715905019;-1.4264347379680702;25.7764155712107;4.00791875695358;35;avril
150739;169;2015-04-25;31069001;19.3999996185303;947.6817640987939;0.0;0.0;3.0;4.71317298697458;-257876.996488079;-479012.766248645;-486948.27063173;1453281.42358565;1748.79708130738;59.849796632978894;0.0;6.40780574323887;0.0;7.9886209291829;1005.08181828882;0.0;0.0;21.4544637811763;-3.18203574552243;0.00145808739372879;0.000578531280505021;14.7935850739788;-4.820503783698781;28.2871770320576;6.648577278626361;35;avril
150746;176;2015-04-26;31069001;14.5;368.470282810317;0.0;0.0;4.0;6.52562658749753;-77565.6583257021;-470613.823567481;-126776.077997714;770385.253469825;1303.62041433534;88.91996897092302;0.0;5.7882687122591685;0.0;8.0;1008.2004119892399;0.468399936901058;0.00575031453928237;13.979699520242699;-1.39258740055152;0.0003400532610017371;0.000318627186645293;10.779399880808;13.4796149388676;22.265384030301;-2.71530232314399;35;avril
150753;183;2015-04-27;31069001;13.6000003814697;165.453740086398;0.0;0.0;4.0;4.94396662163178;-381607.5563187;-895613.37996632;-593386.0957435371;2123328.72232422;1176.04662945496;55.6310351547495;0.0;6.1642313572013405;0.0;6.282068122628031;1022.31379968643;0.0;0.0;14.5090983387649;-3.07006594521486;0.000838325757738693;-0.000231201235197109;7.1360485136611915;6.23091917114015;11.512213641322901;-5.70308811056203;35;avril
