;Unnamed: 0;date;insee;tH2_obs;capeinsSOL0;ciwcH20;clwcH20;ddH10_rose4;ffH10;flir1SOL0;fllat1SOL0;flsen1SOL0;flvis1SOL0;hcoulimSOL0;huH2;iwcSOL0;nbSOL0_HMoy;nH20;ntSOL0_HMoy;pMER0;rr1SOL0;rrH20;tH2;tH2_VGrad_2.100;tH2_XGrad;tH2_YGrad;tpwHPA850;ux1H10;vapcSOL0;vx1H10;ech;mois
111625;3;2014-01-01;35281001;9.5;117.105418817759;0.0;0.0;4.0;4.1594710208114;-170054.43784457401;-141993.63071238901;178244.655142783;0.0;924.6089698989232;88.3230747452668;0.0;0.0211442637888622;0.0;0.235863413739214;997.378552246094;0.0294697532635821;0.0;8.051037967733361;0.331999948092511;0.001388734642514;-0.000179083245560481;5.973670525848888;9.6392385601734;12.7978159536087;3.2434000512619705;27;janvier
111632;10;2014-01-02;35281001;11.6000003814697;74.1642529253763;0.0;0.0;3.0;7.18704106678525;-56382.2422658842;-99084.4519426825;197355.16278219398;0.0;1139.1435234060302;89.6370035197104;0.0;7.494505461153411;0.0;7.494505461153411;1001.46089546204;0.112698586863182;0.0;12.218646212875301;-0.270766172103317;0.000323385120888911;0.000691487727843224;8.610288347842129;9.605913271610447;14.6764121299802;11.4443826565108;27;janvier
111639;17;2014-01-03;35281001;9.89999961853027;15.507240390299401;0.0;0.0;3.0;9.18801755126847;-291382.273917615;-119261.189880967;373953.563584328;0.0;988.6009195871561;84.3015613717573;0.0;0.0340205793040456;0.0;0.799656282413789;1004.38330527634;-2.0689010170806798e-05;0.0;10.120400005405301;-0.153955531773819;0.0005341335473973269;0.000323608498996769;6.645832949338571;3.1234790221049;12.638648038275301;14.699307797825696;27;janvier
111646;24;2014-01-04;35281001;6.0;0.0;0.0;1.85506156605975e-07;3.0;3.37726513209563;-288403.404928863;33721.2373210191;125168.366194606;0.0;612.104404325073;94.43058617915092;0.0;0.0302027567408076;0.0132937568339452;0.0302027567408076;1005.84209039063;0.0;0.0;4.551551594089349;1.35013330189576;0.00145664484945265;-0.0005937946648266492;3.39359901696446;3.98582821483888;7.72790123033884;6.3024597327758;27;janvier
111653;31;2014-01-05;35281001;12.0;1.61199176670374;0.0;0.0;3.0;10.301548282751499;-11664.5209960938;-215416.167805433;281265.372883558;0.0;1238.46822584673;92.07577854834841;0.0;8.0;0.0;8.0;1002.3499172848599;0.13928479707510902;0.000375237664856894;11.9363085471524;-0.480937816741516;0.000411025835298863;2.62138757399264e-05;12.2923207815326;7.679738386686719;17.620909516927;16.719206776171;27;janvier
111660;38;2014-01-06;35281001;10.1999998092651;65.2535422512114;0.0;0.0;3.0;8.279085249103579;-87360.7743030204;-147556.78849744698;230039.862445117;0.0;1034.14583101239;85.5649822019153;0.0;6.43202078216221;0.0;6.43373675897323;1009.3738319397;0.0;0.0;11.2704137653337;-0.40573725379681497;0.000482251718311067;0.000664471190126226;7.3605279782992685;8.06207793970339;13.4324509301114;11.301168609933901;27;janvier
111667;45;2014-01-07;35281001;7.900000095367429;0.0;0.0;2.57059148997188e-06;3.0;3.69461698620172;-189959.05563139895;74296.7835068705;100004.754209995;0.0;224.606357849173;96.8351979591233;0.0;4.64318109159526;0.4492193845623461;4.682753859500769;1017.11577894836;0.0;0.0;8.01540522689629;0.39075293757617;0.000820424321744653;-0.00034172628277315;9.5450241724235;-1.13773816214096;15.8940766551423;5.62775328481895;27;janvier
111674;52;2014-01-08;35281001;11.8999996185303;8.83984937955016;0.0;0.0;3.0;5.62411782525246;-20681.681345046;-35278.398692250295;72572.4814126493;0.0;811.068979105414;93.51232493363207;0.0;7.90222221577661;0.0;8.0;1011.58740953414;0.0;0.0;11.624867498213101;-0.6434424849021511;0.000413717727437381;0.000395028662780519;11.749491677515499;1.78939428201013;22.6423784890103;9.08506866153905;27;janvier
111681;59;2014-01-09;35281001;4.0;0.0;0.0;2.68515749253525e-07;3.0;1.13574457876962;-233250.297026873;12421.381515860601;15631.5817275048;0.0;11.084495463496197;95.222283892474;0.0;2.26447686053753;0.0239450658709196;2.3092228976031604;1017.93390001297;0.0;0.0;3.23602310429046;4.10400514807997;0.000612949704628023;-0.0009393426351177027;3.66716950738612;-0.0380019975957389;8.87626859545708;2.16257314309862;27;janvier
111688;66;2014-01-10;35281001;7.099999904632571;0.751599632700239;0.0;3.55420832769753e-05;2.0;2.6111317271838104;-6637.67741429805;287.166335701932;-1001.14061683424;0.0;232.24375277179905;99.3940897605398;0.0;8.0;5.110326867133;8.0;1017.27346679375;0.0517247752800371;0.0011224094086295304;6.855303406860571;-0.6629632653257429;7.550033914862671e-05;0.000133296968606059;8.28362676339805;-3.8960432369965696;17.3789284121631;2.96354568840626;27;janvier
111695;73;2014-01-11;35281001;6.300000190734861;0.27935801909916;0.0;1.24452351104625e-05;2.0;4.70483417517499;-9546.42041015618;-23657.543920814598;11324.858062028601;0.0;437.457535006953;98.32667247750419;0.0;8.0;2.13271415940187;8.0;1021.6436079978901;0.009348988564170659;8.56307750089932e-05;6.91297672882581;-0.6745040672005861;0.000122676524037051;0.00014246529553;7.19257348382655;-7.16943824940038;11.1053357422352;3.03175068214338;27;janvier
111702;80;2014-01-12;35281001;6.599999904632571;143.74893038049402;0.0;0.0;3.0;3.7110700987586;-244189.96693241602;42407.9400932787;114831.114881634;0.0;455.404486692074;92.6780008943457;0.0;0.0341107729307818;0.0;0.0341107729307818;1014.7334063086;0.0;0.0;6.9223293576402485;1.6529496210723702;0.00247377730831684;0.000199114771448403;5.23282484536287;1.71890549036517;10.3494796948289;5.6224708913242605;27;janvier
